from,to,lines,size
ARC,ARC,3623,79820
ARC,THE REST,3623,79820
ARM,ARM,400950,11715063
ARM,ARM ATMEL AT91,9803,288501
ARM,ARM BROADCOM BCM283X,1060,24296
ARM,ARM FREESCALE IMX,48640,2178847
ARM,ARM HISILICON,192,5765
ARM,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,9957,288193
ARM,ARM MARVELL PXA,4167,153946
ARM,ARM RENESAS RMOBILE/R-CAR,26371,823441
ARM,ARM ROCKCHIP,3245,78868
ARM,ARM SAMSUNG,21111,552303
ARM,ARM SNAPDRAGON,351,8376
ARM,ARM STM SPEAR,1981,41055
ARM,ARM STM STV0991,734,20204
ARM,ARM SUNXI,5968,190030
ARM,ARM TEGRA,25897,717378
ARM,ARM TI,29431,798061
ARM,ARM UNIPHIER,14965,355324
ARM,ARM ZYNQMP,932,20382
ARM,THE REST,400950,11715063
ARM ALTERA SOCFPGA,ARM ALTERA SOCFPGA,0,0
ARM ATMEL AT91,ARM ATMEL AT91,9803,288501
ARM ATMEL AT91,THE REST,9803,288501
ARM BROADCOM BCM283X,ARM BROADCOM BCM283X,1674,40853
ARM BROADCOM BCM283X,DRIVER MODEL,25,433
ARM BROADCOM BCM283X,MMC,190,5523
ARM BROADCOM BCM283X,THE REST,1674,40853
ARM BROADCOM BCM283X,VIDEO,128,4030
ARM FREESCALE IMX,ARM FREESCALE IMX,61360,2507659
ARM FREESCALE IMX,THE REST,61360,2507659
ARM HISILICON,ARM HISILICON,192,5765
ARM HISILICON,THE REST,192,5765
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,9957,288193
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,THE REST,9957,288193
ARM MARVELL PXA,ARM MARVELL PXA,4167,153946
ARM MARVELL PXA,THE REST,4167,153946
ARM RENESAS RMOBILE/R-CAR,ARM RENESAS RMOBILE/R-CAR,26371,823441
ARM RENESAS RMOBILE/R-CAR,THE REST,26371,823441
ARM ROCKCHIP,ARM ROCKCHIP,3245,78868
ARM ROCKCHIP,THE REST,3245,78868
ARM SAMSUNG,ARM SAMSUNG,21111,552303
ARM SAMSUNG,THE REST,21111,552303
ARM SNAPDRAGON,ARM SNAPDRAGON,351,8376
ARM SNAPDRAGON,THE REST,351,8376
ARM STM SPEAR,ARM STM SPEAR,1981,41055
ARM STM SPEAR,THE REST,1981,41055
ARM STM STV0991,ARM STM STV0991,734,20204
ARM STM STV0991,THE REST,734,20204
ARM SUNXI,ARM SUNXI,5968,190030
ARM SUNXI,THE REST,5968,190030
ARM TEGRA,ARM TEGRA,25897,717378
ARM TEGRA,THE REST,25897,717378
ARM TI,ARM TI,29431,798061
ARM TI,THE REST,29431,798061
ARM UNIPHIER,ARM UNIPHIER,19760,497681
ARM UNIPHIER,I2C,573,13657
ARM UNIPHIER,MMC,761,22151
ARM UNIPHIER,THE REST,19760,497681
ARM ZYNQ,ARM ZYNQ,0,0
ARM ZYNQMP,ARM ZYNQMP,932,20382
ARM ZYNQMP,THE REST,932,20382
AVR32,AVR32,4330,108849
AVR32,THE REST,4330,108849
BLACKFIN,BLACKFIN,68497,4448259
BLACKFIN,THE REST,68497,4448259
BUILDMAN,BUILDMAN,8892,355972
BUILDMAN,THE REST,8892,355972
CFI FLASH,CFI FLASH,2974,76018
CFI FLASH,THE REST,2974,76018
COLDFIRE,COLDFIRE,23283,684523
COLDFIRE,THE REST,23283,684523
DFU,DFU,29921,768909
DFU,THE REST,29921,768909
DFU,USB,28317,733266
DRIVER MODEL,DRIVER MODEL,11101,302784
DRIVER MODEL,THE REST,11101,302784
EFI PAYLOAD,EFI PAYLOAD,3661,96955
EFI PAYLOAD,THE REST,3661,96955
FLATTENED DEVICE TREE,FLATTENED DEVICE TREE,10188,293506
FLATTENED DEVICE TREE,THE REST,10188,293506
FREEBSD,FREEBSD,0,0
FREESCALE QORIQ,FREESCALE QORIQ,0,0
I2C,I2C,17011,429320
I2C,THE REST,17011,429320
MICROBLAZE,MICROBLAZE,2608,59504
MICROBLAZE,THE REST,2608,59504
MIPS,MIPS,17414,462234
MIPS,THE REST,17414,462234
MMC,MMC,16694,410765
MMC,THE REST,16694,410765
NAND FLASH,NAND FLASH,31012,836622
NAND FLASH,THE REST,31012,836622
NDS32,NDS32,3680,90192
NDS32,THE REST,3680,90192
NETWORK,NETWORK,98347,2656124
NETWORK,THE REST,98347,2656124
NIOS,NIOS,3418,81605
NIOS,THE REST,3418,81605
ONENAND,ONENAND,3873,100970
ONENAND,THE REST,3873,100970
OPENRISC,OPENRISC,2362,61229
OPENRISC,THE REST,2362,61229
PATMAN,PATMAN,3924,131302
PATMAN,THE REST,3924,131302
POWERPC,POWERPC,99647,2803235
POWERPC,POWERPC MPC5XXX,10679,261691
POWERPC,POWERPC MPC82XX,6818,176485
POWERPC,POWERPC MPC83XX,5497,139382
POWERPC,POWERPC MPC85XX,15668,420593
POWERPC,POWERPC MPC86XX,2756,58694
POWERPC,POWERPC MPC8XX,7671,193778
POWERPC,POWERPC PPC4XX,21034,583025
POWERPC,THE REST,99647,2803235
POWERPC MPC5XXX,POWERPC MPC5XXX,10679,261691
POWERPC MPC5XXX,THE REST,10679,261691
POWERPC MPC82XX,POWERPC MPC82XX,6818,176485
POWERPC MPC82XX,THE REST,6818,176485
POWERPC MPC83XX,POWERPC MPC83XX,5497,139382
POWERPC MPC83XX,THE REST,5497,139382
POWERPC MPC85XX,POWERPC MPC85XX,15668,420593
POWERPC MPC85XX,THE REST,15668,420593
POWERPC MPC86XX,POWERPC MPC86XX,2756,58694
POWERPC MPC86XX,THE REST,2756,58694
POWERPC MPC8XX,POWERPC MPC8XX,7671,193778
POWERPC MPC8XX,THE REST,7671,193778
POWERPC PPC4XX,POWERPC PPC4XX,21034,583025
POWERPC PPC4XX,THE REST,21034,583025
SANDBOX,SANDBOX,5018,115350
SANDBOX,THE REST,5018,115350
SH,SH,8834,198624
SH,THE REST,8834,198624
SPARC,SPARC,10522,265494
SPARC,THE REST,10522,265494
SPI,SPI,22919,588193
SPI,THE REST,22919,588193
SPMI,SPMI,468,11545
SPMI,THE REST,468,11545
THE REST,THE REST,2337619,70536333
THE REST,UBI,16365,472345
THE REST,USB,88016,2327279
THE REST,VIDEO,43832,1512354
THE REST,X86,60143,1847472
THE REST,XTENSA,5629,174013
TQ GROUP,TQ GROUP,0,0
UBI,UBI,16365,472345
USB,USB,88016,2327279
VIDEO,VIDEO,43832,1512354
X86,X86,60143,1847472
XTENSA,XTENSA,5629,174013
