from,to,lines,size
ARC,ARC,3506,81928
ARC,THE REST,3506,81928
ARC HSDK CGU CLOCK,ARC HSDK CGU CLOCK,796,22532
ARC HSDK CGU CLOCK,THE REST,796,22532
ARC HSDK CREG GPIO,ARC HSDK CREG GPIO,108,2804
ARC HSDK CREG GPIO,THE REST,108,2804
ARM,ARM,535783,15714810
ARM,ARM ALTERA SOCFPGA,7615,226687
ARM,ARM ATMEL AT91,9990,296894
ARM,ARM BROADCOM BCM283X,1324,32511
ARM,ARM FREESCALE IMX,64221,2798731
ARM,ARM HISILICON,1140,32175
ARM,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,10550,302640
ARM,ARM MARVELL PXA,4120,153542
ARM,ARM RENESAS RMOBILE/R-CAR,20668,709128
ARM,ARM ROCKCHIP,13640,314651
ARM,ARM SAMSUNG,19065,513855
ARM,ARM SNAPDRAGON,518,12618
ARM,ARM STI,109,3219
ARM,ARM STM SPEAR,2383,49284
ARM,ARM STM STM32MP,715,15992
ARM,ARM STM STV0991,719,20946
ARM,ARM SUNXI,14478,439440
ARM,ARM TEGRA,26281,731248
ARM,ARM TI,15993,430249
ARM,ARM UNIPHIER,13990,333444
ARM,ARM ZYNQ,10531,206622
ARM,ARM ZYNQMP,8239,166615
ARM,THE REST,535783,15714810
ARM,TI SYSTEM SECURITY,622,18014
ARM ALTERA SOCFPGA,ARM ALTERA SOCFPGA,7615,226687
ARM ALTERA SOCFPGA,THE REST,7615,226687
ARM ATMEL AT91,ARM ATMEL AT91,9990,296894
ARM ATMEL AT91,THE REST,9990,296894
ARM BROADCOM BCM283X,ARM BROADCOM BCM283X,3234,81111
ARM BROADCOM BCM283X,DRIVER MODEL,23,417
ARM BROADCOM BCM283X,MMC,1221,31617
ARM BROADCOM BCM283X,THE REST,3234,81111
ARM BROADCOM BCM283X,VIDEO,59,1492
ARM FREESCALE IMX,ARM FREESCALE IMX,77318,3137735
ARM FREESCALE IMX,THE REST,77318,3137735
ARM HISILICON,ARM HISILICON,1140,32175
ARM HISILICON,THE REST,1140,32175
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,10550,302640
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,THE REST,10550,302640
ARM MARVELL PXA,ARM MARVELL PXA,4120,153542
ARM MARVELL PXA,THE REST,4120,153542
ARM RENESAS RMOBILE/R-CAR,ARM RENESAS RMOBILE/R-CAR,20668,709128
