from,to,lines,size
ARC,ARC,3628,79867
ARC,THE REST,3628,79867
ARM,ARM,416660,12300684
ARM,ARM ALTERA SOCFPGA,4479,136039
ARM,ARM ATMEL AT91,9803,288501
ARM,ARM BROADCOM BCM283X,1107,25426
ARM,ARM FREESCALE IMX,49972,2276104
ARM,ARM HISILICON,192,5765
ARM,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,10073,291430
ARM,ARM MARVELL PXA,4167,153946
ARM,ARM RENESAS RMOBILE/R-CAR,26378,823574
ARM,ARM ROCKCHIP,3312,80840
ARM,ARM SAMSUNG,21114,552582
ARM,ARM SNAPDRAGON,351,8376
ARM,ARM STM SPEAR,1981,41055
ARM,ARM STM STV0991,734,20204
ARM,ARM SUNXI,5969,190067
ARM,ARM TEGRA,25915,717707
ARM,ARM TI,16523,442946
ARM,ARM UNIPHIER,15795,377660
ARM,ARM ZYNQMP,956,21009
ARM,THE REST,416660,12300684
ARM ALTERA SOCFPGA,ARM ALTERA SOCFPGA,4479,136039
ARM ALTERA SOCFPGA,THE REST,4479,136039
ARM ATMEL AT91,ARM ATMEL AT91,9803,288501
ARM ATMEL AT91,THE REST,9803,288501
ARM BROADCOM BCM283X,ARM BROADCOM BCM283X,1787,43688
ARM BROADCOM BCM283X,DRIVER MODEL,25,433
ARM BROADCOM BCM283X,MMC,190,5523
ARM BROADCOM BCM283X,THE REST,1787,43688
ARM BROADCOM BCM283X,VIDEO,128,4030
ARM FREESCALE IMX,ARM FREESCALE IMX,63183,2615640
ARM FREESCALE IMX,THE REST,63183,2615640
ARM HISILICON,ARM HISILICON,192,5765
ARM HISILICON,THE REST,192,5765
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,10073,291430
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X,THE REST,10073,291430
ARM MARVELL PXA,ARM MARVELL PXA,4167,153946
ARM MARVELL PXA,THE REST,4167,153946
ARM RENESAS RMOBILE/R-CAR,ARM RENESAS RMOBILE/R-CAR,26378,823574
ARM RENESAS RMOBILE/R-CAR,THE REST,26378,823574
ARM ROCKCHIP,ARM ROCKCHIP,3312,80840
ARM ROCKCHIP,THE REST,3312,80840
ARM SAMSUNG,ARM SAMSUNG,21114,552582
ARM SAMSUNG,THE REST,21114,552582
ARM SNAPDRAGON,ARM SNAPDRAGON,351,8376
ARM SNAPDRAGON,THE REST,351,8376
ARM STM SPEAR,ARM STM SPEAR,1981,41055
ARM STM SPEAR,THE REST,1981,41055
ARM STM STV0991,ARM STM STV0991,734,20204
ARM STM STV0991,THE REST,734,20204
ARM SUNXI,ARM SUNXI,5969,190067
ARM SUNXI,THE REST,5969,190067
ARM TEGRA,ARM TEGRA,25915,717707
ARM TEGRA,THE REST,25915,717707
ARM TI,ARM TI,16523,442946
ARM TI,THE REST,16523,442946
ARM UNIPHIER,ARM UNIPHIER,20591,520113
ARM UNIPHIER,I2C,573,13657
ARM UNIPHIER,MMC,761,22151
ARM UNIPHIER,THE REST,20591,520113
ARM ZYNQ,ARM ZYNQ,0,0
ARM ZYNQMP,ARM ZYNQMP,956,21009
ARM ZYNQMP,THE REST,956,21009
AVR32,AVR32,4330,108849
AVR32,THE REST,4330,108849
BLACKFIN,BLACKFIN,68497,4448259
BLACKFIN,THE REST,68497,4448259
