from,to,lines,size
ARC,ARC,7032,179606
ARC,THE REST,7032,179606
ARC HSDK CGU CLOCK,ARC HSDK CGU CLOCK,796,22532
ARC HSDK CGU CLOCK,THE REST,796,22532
ARC HSDK CREG GPIO,ARC HSDK CREG GPIO,210,6063
ARC HSDK CREG GPIO,THE REST,210,6063
ARM,ARM,577756,16489268
ARM,ARM ALTERA SOCFPGA,9951,290843
ARM,ARM ATMEL AT91,9975,296822
ARM,ARM BROADCOM BCM283X,1321,32539
ARM,ARM BROADCOM BCMSTB,122,2599
ARM,ARM FREESCALE IMX,63551,2731666
ARM,ARM HISILICON,1140,32175
ARM,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX,10664,305302
ARM,ARM MARVELL PXA,4120,153542
ARM,ARM MEDIATEK,557,10279
ARM,ARM OWL,183,4814
ARM,ARM RENESAS RMOBILE/R-CAR,10207,309263
ARM,ARM ROCKCHIP,14151,328316
ARM,ARM SAMSUNG,19105,514534
ARM,ARM SNAPDRAGON,956,22654
ARM,ARM STI,109,3219
ARM,ARM STM SPEAR,2379,49412
ARM,ARM STM STM32MP,1743,40061
ARM,ARM STM STV0991,716,20925
ARM,ARM SUNXI,15717,482549
ARM,ARM TEGRA,26329,732677
ARM,ARM TI,16474,443267
ARM,ARM UNIPHIER,14972,359218
ARM,ARM VERSAL,211,4433
ARM,ARM ZYNQ,11581,226190
ARM,ARM ZYNQMP,7437,147640
ARM,ARM ZYNQMP R5,67,1319
ARM,THE REST,577756,16489268
ARM,TI SYSTEM SECURITY,622,18014
ARM ALTERA SOCFPGA,ARM ALTERA SOCFPGA,9951,290843
ARM ALTERA SOCFPGA,THE REST,9951,290843
ARM ATMEL AT91,ARM ATMEL AT91,9975,296822
ARM ATMEL AT91,THE REST,9975,296822
ARM BROADCOM BCM283X,ARM BROADCOM BCM283X,3237,82016
ARM BROADCOM BCM283X,DRIVER MODEL,23,417
ARM BROADCOM BCM283X,MMC,1050,27863
ARM BROADCOM BCM283X,THE REST,3237,82016
ARM BROADCOM BCM283X,VIDEO,60,1530
ARM BROADCOM BCMSTB,ARM BROADCOM BCMSTB,1031,25411
ARM BROADCOM BCMSTB,MMC,67,2039
ARM BROADCOM BCMSTB,SPI,439,11358
ARM BROADCOM BCMSTB,THE REST,1031,25411
ARM FREESCALE IMX,ARM FREESCALE IMX,79687,3140615
ARM FREESCALE IMX,THE REST,79687,3140615
ARM HISILICON,ARM HISILICON,1140,32175
ARM HISILICON,THE REST,1140,32175
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX,ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX,15377,461072
ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX,THE REST,15377,461072
ARM MARVELL PXA,ARM MARVELL PXA,4120,153542
ARM MARVELL PXA,THE REST,4120,153542
ARM MEDIATEK,ARM MEDIATEK,9702,276619
ARM MEDIATEK,MMC,1394,33178
ARM MEDIATEK,POWER,406,9436
ARM MEDIATEK,SPI,359,8004
ARM MEDIATEK,THE REST,9702,276619
ARM OWL,ARM OWL,550,12972
ARM OWL,THE REST,550,12972
ARM RENESAS RMOBILE/R-CAR,ARM RENESAS RMOBILE/R-CAR,10207,309263
ARM RENESAS RMOBILE/R-CAR,THE REST,10207,309263
ARM ROCKCHIP,ARM ROCKCHIP,38291,959614
ARM ROCKCHIP,MMC,326,8166
ARM ROCKCHIP,THE REST,38291,959614
ARM ROCKCHIP,VIDEO,3245,83995
ARM SAMSUNG,ARM SAMSUNG,19105,514534
ARM SAMSUNG,THE REST,19105,514534
ARM SNAPDRAGON,ARM SNAPDRAGON,2730,68315
ARM SNAPDRAGON,MMC,208,5268
ARM SNAPDRAGON,THE REST,2730,68315
ARM SNAPDRAGON,USB,152,3431
ARM STI,ARM STI,109,3219
ARM STI,THE REST,109,3219
ARM STM SPEAR,ARM STM SPEAR,2379,49412
ARM STM SPEAR,THE REST,2379,49412
ARM STM STM32MP,ARM STM STM32MP,8456,214063
ARM STM STM32MP,I2C,875,22204
ARM STM STM32MP,MMC,667,18991
ARM STM STM32MP,POWER,155,3719
ARM STM STM32MP,SPI,676,16013
ARM STM STM32MP,THE REST,8456,214063
ARM STM STV0991,ARM STM STV0991,716,20925
ARM STM STV0991,THE REST,716,20925
ARM SUNXI,ARM SUNXI,17896,544140
ARM SUNXI,THE REST,17896,544140
ARM TEGRA,ARM TEGRA,26329,732677
ARM TEGRA,THE REST,26329,732677
ARM TI,ARM TI,16474,443267
ARM TI,THE REST,16474,443267
ARM UNIPHIER,ARM UNIPHIER,19912,507151
ARM UNIPHIER,I2C,548,13565
ARM UNIPHIER,MMC,87,1933
ARM UNIPHIER,THE REST,19912,507151
ARM UNIPHIER,USB,119,2811
ARM VERSAL,ARM VERSAL,211,4433
ARM VERSAL,THE REST,211,4433
ARM VERSATILE EXPRESS DRIVERS,ARM VERSATILE EXPRESS DRIVERS,1681,45929
