from,to,lines,size
ACPI,ACPI,17053,518807
ACPI,POWER MANAGEMENT,3676,106273
ACPI,THE REST,17053,518807
ACPI,X86 ARCHITECTURE,4244,120019
AMD IOMMU,AMD IOMMU,6222,194298
AMD IOMMU,THE REST,6222,194298
AMD SVM,AMD SVM,6045,177668
AMD SVM,THE REST,6045,177668
AMD SVM,X86 ARCHITECTURE,6045,177668
ARINC653 SCHEDULER,ARINC653 SCHEDULER,865,26570
ARINC653 SCHEDULER,SCHEDULING,778,23728
ARINC653 SCHEDULER,THE REST,865,26570
ARINC653 SCHEDULER,TOOLSTACK,87,2842
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,38875,1107660
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,38875,1107660
CPU POOLS,CPU POOLS,730,18004
CPU POOLS,THE REST,730,18004
DEVICE TREE,DEVICE TREE,5985,184434
DEVICE TREE,THE REST,5985,184434
EFI,EFI,6301,185162
EFI,THE REST,6301,185162
EFI,X86 ARCHITECTURE,1385,43900
EVENT CHANNELS (FIFO-BASED ABI),EVENT CHANNELS (FIFO-BASED ABI),685,17331
EVENT CHANNELS (FIFO-BASED ABI),THE REST,685,17331
GDBSX DEBUGGER,GDBSX DEBUGGER,2888,77574
GDBSX DEBUGGER,THE REST,2888,77574
GDBSX DEBUGGER,TOOLSTACK,2648,70390
GDBSX DEBUGGER,X86 ARCHITECTURE,240,7184
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),694,22432
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,694,22432
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,694,22432
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),6734,203968
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,6734,203968
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),10419,331555
INTEL(R) VT FOR X86 (VT-X),THE REST,10419,331555
INTEL(R) VT FOR X86 (VT-X),X86 ARCHITECTURE,10419,331555
IOMMU VENDOR INDEPENDENT CODE,IOMMU VENDOR INDEPENDENT CODE,3276,94432
IOMMU VENDOR INDEPENDENT CODE,THE REST,3276,94432
KDD DEBUGGER,KDD DEBUGGER,2211,68058
KDD DEBUGGER,THE REST,2211,68058
KDD DEBUGGER,TOOLSTACK,2211,68058
KEXEC,KEXEC,408,10821
KEXEC,THE REST,408,10821
KEXEC,X86 ARCHITECTURE,408,10821
MACHINE CHECK (MCA) & RAS,MACHINE CHECK (MCA) & RAS,5201,150001
MACHINE CHECK (MCA) & RAS,THE REST,5201,150001
MACHINE CHECK (MCA) & RAS,X86 ARCHITECTURE,5201,150001
MEMORY EVENT AND ACCESS,MEMORY EVENT AND ACCESS,901,24523
MEMORY EVENT AND ACCESS,THE REST,901,24523
MINI-OS,MINI-OS,23560,640213
MINI-OS,THE REST,23560,640213
MINI-OS,VTPM,3383,92607
OCAML TOOLS,OCAML TOOLS,11828,369860
OCAML TOOLS,THE REST,11828,369860
OCAML TOOLS,TOOLSTACK,11828,369860
POWER MANAGEMENT,POWER MANAGEMENT,5401,155561
POWER MANAGEMENT,THE REST,5401,155561
POWER MANAGEMENT,X86 ARCHITECTURE,3355,95818
QEMU UPSTREAM,QEMU UPSTREAM,0,0
QEMU-DM,QEMU-DM,0,0
REMUS,REMUS,8807,271971
REMUS,THE REST,8807,271971
REMUS,TOOLSTACK,8787,270847
SCHEDULING,SCHEDULING,9141,266959
SCHEDULING,THE REST,9141,266959
SEABIOS UPSTREAM,SEABIOS UPSTREAM,0,0
STUB DOMAINS,STUB DOMAINS,31185,929124
STUB DOMAINS,THE REST,31185,929124
STUB DOMAINS,TOOLSTACK,5580,156376
STUB DOMAINS,VTPM,9741,294070
