filename,lines,sections
.bk-to-hg,2,"""THE REST"""
.gitarchive-info,2,"""THE REST"""
.gitattributes,1,"""THE REST"""
.gitignore,379,"""THE REST"""
.hg-to-bk,2,"""THE REST"""
.hgignore,340,"""THE REST"""
.hgsigs,11,"""THE REST"""
.hgtags,59,"""THE REST"""
.rootkeys,1634,"""THE REST"""
.travis.yml,89,"""THE REST"",""TRAVIS CI"""
CODING_STYLE,122,"""THE REST"""
CONTRIBUTING,211,"""THE REST"""
COPYING,414,"""THE REST"""
CREDITS,16,"""THE REST"""
Config.mk,308,"""THE REST"""
INSTALL,364,"""THE REST"""
MAINTAINERS,505,"""THE REST"""
Makefile,327,"""THE REST"""
README,206,"""THE REST"""
autogen.sh,12,"""THE REST"",""TOOLSTACK"""
config.guess,1530,"""THE REST"""
config.sub,1782,"""THE REST"""
config/Docs.mk.in,10,"""THE REST"",""TOOLSTACK"""
config/FreeBSD.mk,5,"""THE REST"""
config/Linux.mk,3,"""THE REST"""
config/MiniOS.mk,10,"""MINI-OS"",""THE REST"""
config/NetBSD.mk,3,"""THE REST"""
config/NetBSDRump.mk,8,"""THE REST"""
config/OpenBSD.mk,1,"""THE REST"""
config/Paths.mk.in,60,"""THE REST"",""TOOLSTACK"""
config/StdGNU.mk,41,"""THE REST"""
config/Stubdom.mk.in,39,"""STUB DOMAINS"",""THE REST"",""TOOLSTACK"""
config/SunOS.mk,35,"""THE REST"""
config/Tools.mk.in,80,"""THE REST"",""TOOLSTACK"""
config/Toplevel.mk.in,2,"""THE REST"",""TOOLSTACK"""
config/arm32.mk,17,"""THE REST"""
config/arm64.mk,16,"""THE REST"""
config/x86_32.mk,15,"""THE REST"""
config/x86_64.mk,27,"""THE REST"""
configure,3564,"""THE REST"",""TOOLSTACK"""
configure.ac,46,"""THE REST"",""TOOLSTACK"""
docs/ChangeLog,135,"""THE REST"""
docs/INDEX,32,"""THE REST"""
docs/Makefile,204,"""THE REST"",""TOOLSTACK"""
docs/README.colo,9,"""THE REST"""
docs/README.remus,20,"""REMUS"",""THE REST"""
docs/README.xen-bugtool,16,"""THE REST"""
docs/configure,3430,"""THE REST"",""TOOLSTACK"""
docs/configure.ac,33,"""THE REST"",""TOOLSTACK"""
docs/features/feature-levelling.pandoc,216,"""THE REST"""
docs/features/migration.pandoc,124,"""THE REST"""
docs/features/sched_credit.pandoc,97,"""THE REST"""
docs/features/sched_credit2.pandoc,118,"""THE REST"""
docs/features/sched_rtds.pandoc,121,"""THE REST"""
docs/features/template.pandoc,75,"""THE REST"""
docs/figs/Makefile,15,"""THE REST"""
docs/figs/network-basic.fig,73,"""THE REST"""
docs/figs/network-bridge.fig,125,"""THE REST"""
docs/figs/xenlogo.eps,1479,"""THE REST"""
docs/gen-html-index,157,"""THE REST"""
docs/man/xenstore-chmod.pod.1,62,"""THE REST"",""TOOLSTACK"""
docs/man/xenstore-ls.pod.1,62,"""THE REST"",""TOOLSTACK"""
docs/man/xenstore.pod.1,52,"""THE REST"",""TOOLSTACK"""
docs/man/xentop.pod.1,111,"""THE REST"",""TOOLSTACK"""
docs/man/xentrace.pod.8,166,"""THE REST"",""TOOLSTACK"""
docs/man/xentrace_format.pod.1,46,"""THE REST"",""TOOLSTACK"""
docs/man/xl.cfg.pod.5.in,2053,"""THE REST"",""TOOLSTACK"""
docs/man/xl.conf.pod.5,213,"""THE REST"",""TOOLSTACK"""
docs/man/xl.pod.1.in,1815,"""THE REST"",""TOOLSTACK"""
docs/man/xlcpupool.cfg.pod.5,133,"""THE REST"",""TOOLSTACK"""
docs/misc/amd-ucode-container.txt,90,"""THE REST"""
docs/misc/arm/booting.txt,41,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/device-tree/acpi.txt,24,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/device-tree/booting.txt,121,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/device-tree/guest.txt,60,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/device-tree/passthrough.txt,9,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/early-printk.txt,56,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/passthrough.txt,62,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/arm/silicon-errata.txt,50,"""ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE"",""THE REST"""
docs/misc/block-scripts.txt,125,"""THE REST"""
docs/misc/channel.txt,106,"""THE REST"""
docs/misc/console.txt,132,"""THE REST"""
docs/misc/coverage.markdown,89,"""THE REST"""
docs/misc/crashdb.txt,63,"""THE REST"""
docs/misc/distro_mapping.txt,27,"""THE REST"""
docs/misc/dump-core-format.txt,252,"""THE REST"""
docs/misc/efi.markdown,118,"""THE REST"""
docs/misc/grant-tables.txt,383,"""THE REST"""
docs/misc/hvm-emulated-unplug.markdown,96,"""THE REST"""
docs/misc/hvmlite.markdown,77,"""THE REST"""
docs/misc/kconfig-language.txt,395,"""THE REST"""
