from,to,lines,size
ACPI,ACPI,21491,666870
ACPI,POWER MANAGEMENT,3949,114966
ACPI,THE REST,21491,666870
ACPI,TOOLSTACK,3596,123574
ACPI,X86 ARCHITECTURE,4541,130062
AMD IOMMU,AMD IOMMU,8087,246689
AMD IOMMU,THE REST,8087,246689
AMD SVM,AMD SVM,6604,196446
AMD SVM,THE REST,6604,196446
AMD SVM,X86 ARCHITECTURE,6604,196446
ARGO,ARGO,2662,79558
ARGO,THE REST,2662,79558
ARINC653 SCHEDULER,ARINC653 SCHEDULER,827,25856
ARINC653 SCHEDULER,LIBS,87,2842
ARINC653 SCHEDULER,SCHEDULING,740,23014
ARINC653 SCHEDULER,THE REST,827,25856
ARINC653 SCHEDULER,TOOLSTACK,87,2842
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,86042,2516726
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM SMMU,2917,75070
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM SMMUv3,2781,72753
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,LIVEPATCH,1061,29463
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,TEE MEDIATORS,3165,97165
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,86042,2516726
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,"VM EVENT, MEM ACCESS and MONITOR",606,16874
ARM SMMU,ARM SMMU,2917,75070
ARM SMMU,THE REST,2917,75070
ARM SMMUv3,ARM SMMUv3,2781,72753
ARM SMMUv3,THE REST,2781,72753
CPU POOLS,CPU POOLS,1569,40518
CPU POOLS,SCHEDULING,1569,40518
CPU POOLS,THE REST,1569,40518
Change Log,Change Log,127,6742
Change Log,THE REST,127,6742
Continuous Integration (CI),Continuous Integration (CI),3339,79568
Continuous Integration (CI),THE REST,3339,79568
DEVICE TREE,DEVICE TREE,9331,266598
DEVICE TREE,THE REST,9331,266598
EFI,EFI,7558,223392
EFI,THE REST,7558,223392
EFI,X86 ARCHITECTURE,1614,51574
GDBSX DEBUGGER,GDBSX DEBUGGER,2624,69244
GDBSX DEBUGGER,THE REST,2624,69244
GDBSX DEBUGGER,TOOLSTACK,2624,69244
GOLANG BINDINGS,GOLANG BINDINGS,8129,240887
GOLANG BINDINGS,THE REST,8129,240887
GOLANG BINDINGS,TOOLSTACK,8129,240887
HYPFS,HYPFS,1796,47664
HYPFS,LIBS,651,16595
HYPFS,THE REST,1796,47664
HYPFS,TOOLSTACK,849,20666
I/O EMULATION (IOREQ),I/O EMULATION (IOREQ),1734,43435
I/O EMULATION (IOREQ),THE REST,1734,43435
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),727,23465
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,727,23465
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,727,23465
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),7950,246367
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,7950,246367
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),14812,463364
INTEL(R) VT FOR X86 (VT-X),THE REST,14812,463364
INTEL(R) VT FOR X86 (VT-X),X86 ARCHITECTURE,14812,463364
INTEL(R) VT FOR X86 (VT-X),X86 MEMORY MANAGEMENT,1561,47106
IOMMU VENDOR INDEPENDENT CODE,IOMMU VENDOR INDEPENDENT CODE,4967,141280
IOMMU VENDOR INDEPENDENT CODE,THE REST,4967,141280
KCONFIG,KCONFIG,21127,514606
KCONFIG,THE REST,21127,514606
KDD DEBUGGER,KDD DEBUGGER,2559,80445
KDD DEBUGGER,THE REST,2559,80445
KDD DEBUGGER,TOOLSTACK,2559,80445
KEXEC,KEXEC,435,11719
KEXEC,THE REST,435,11719
KEXEC,X86 ARCHITECTURE,435,11719
LIBS,LIBS,122949,3817558
LIBS,REMUS,818,22134
LIBS,THE REST,122949,3817558
LIBS,TOOLSTACK,122949,3817558
LIVEPATCH,LIVEPATCH,7827,239626
LIVEPATCH,THE REST,7827,239626
LIVEPATCH,TOOLSTACK,638,16572
LIVEPATCH,X86 ARCHITECTURE,423,11749
MINI-OS,MINI-OS,10,327
MINI-OS,THE REST,10,327
OCAML TOOLS,OCAML TOOLS,13485,427252
OCAML TOOLS,THE REST,13485,427252
OCAML TOOLS,TOOLSTACK,13485,427252
OVMF UPSTREAM,OVMF UPSTREAM,0,0
POWER MANAGEMENT,POWER MANAGEMENT,5729,165638
POWER MANAGEMENT,THE REST,5729,165638
POWER MANAGEMENT,X86 ARCHITECTURE,3645,104980
PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,8443,361663
PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,THE REST,8443,361663
PYTHON BINDINGS,PYTHON BINDINGS,6192,189353
PYTHON BINDINGS,THE REST,6192,189353
PYTHON BINDINGS,TOOLSTACK,6192,189353
QEMU UPSTREAM,QEMU UPSTREAM,0,0
QEMU-DM,QEMU-DM,0,0
REMUS,REMUS,1154,32888
REMUS,THE REST,1154,32888
REMUS,TOOLSTACK,1134,31763
RISCV,RISCV,135,2918
RISCV,THE REST,135,2918
RTDS SCHEDULER,RTDS SCHEDULER,1561,45612
RTDS SCHEDULER,SCHEDULING,1561,45612
RTDS SCHEDULER,THE REST,1561,45612
SCHEDULING,SCHEDULING,15652,481711
SCHEDULING,THE REST,15652,481711
SEABIOS UPSTREAM,SEABIOS UPSTREAM,0,0
STUB DOMAINS,STUB DOMAINS,34358,1027386
STUB DOMAINS,THE REST,34358,1027386
STUB DOMAINS,TOOLSTACK,5827,164665
STUB DOMAINS,VTPM,12770,386697
TEE MEDIATORS,TEE MEDIATORS,3165,97165
TEE MEDIATORS,THE REST,3165,97165
THE REST,THE REST,940151,28474820
THE REST,TOOLSTACK,340362,10240395
THE REST,"VM EVENT, MEM ACCESS and MONITOR",5184,150126
THE REST,VPCI,2334,69457
THE REST,VTPM,12911,393325
THE REST,X86 ARCHITECTURE,257731,7897569
THE REST,X86 I/O EMULATION,4756,136600
THE REST,X86 MEMORY MANAGEMENT,25481,800882
THE REST,X86 MEMORY PAGING,500,14876
THE REST,X86 MEMORY SHARING,2344,65528
THE REST,X86 SHADOW PAGETABLES,10894,374258
THE REST,X86 VIRIDIAN ENLIGHTENMENTS,4171,115570
THE REST,XENSTORE,15302,409700
THE REST,XENTRACE,15370,458077
THE REST,XSM/FLASK,17154,467581
TOOLSTACK,TOOLSTACK,340362,10240395
TOOLSTACK,"VM EVENT, MEM ACCESS and MONITOR",947,28627
TOOLSTACK,X86 ARCHITECTURE,52040,1583461
TOOLSTACK,XENSTORE,15302,409700
TOOLSTACK,XENTRACE,14370,429761
TOOLSTACK,XSM/FLASK,1654,47901
"VM EVENT, MEM ACCESS and MONITOR","VM EVENT, MEM ACCESS and MONITOR",5184,150126
"VM EVENT, MEM ACCESS and MONITOR",X86 ARCHITECTURE,1808,51471
