filename,lines,sections
.cirrus.yml,33,"""THE REST"""
.gitarchive-info,2,"""THE REST"""
.gitattributes,1,"""THE REST"""
.github/workflows/coverity.yml,42,"""THE REST"""
.gitignore,380,"""THE REST"""
.gitlab-ci.yml,15,"""Continuous Integration (CI)"",""THE REST"""
CHANGELOG.md,190,"""Change Log"",""THE REST"""
CODING_STYLE,262,"""THE REST"""
CONTRIBUTING,114,"""THE REST"""
COPYING,75,"""THE REST"""
CREDITS,16,"""THE REST"""
Config.mk,253,"""THE REST"""
INSTALL,364,"""THE REST"""
LICENSES/BSD-2-Clause,36,"""THE REST"""
LICENSES/BSD-3-Clause,40,"""THE REST"""
LICENSES/BSD-3-Clause-Clear,45,"""THE REST"""
LICENSES/CC-BY-4.0,414,"""THE REST"""
LICENSES/GPL-2.0,366,"""THE REST"""
LICENSES/LGPL-2.0,494,"""THE REST"""
LICENSES/LGPL-2.1,510,"""THE REST"""
LICENSES/MIT,34,"""THE REST"""
MAINTAINERS,718,"""THE REST"""
Makefile,346,"""THE REST"""
README,205,"""THE REST"""
SUPPORT.md,1166,"""THE REST"""
autogen.sh,12,"""THE REST"",""TOOLSTACK"""
automation/build/Makefile,40,"""Continuous Integration (CI)"",""THE REST"""
automation/build/README.md,118,"""Continuous Integration (CI)"",""THE REST"""
automation/build/alpine/3.18-arm64v8.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/alpine/3.18.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/archlinux/current-riscv64.dockerfile,21,"""Continuous Integration (CI)"",""THE REST"""
automation/build/archlinux/current.dockerfile,55,"""Continuous Integration (CI)"",""THE REST"""
automation/build/centos/7.dockerfile,50,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/bookworm-arm64v8-arm32-gcc.dockerfile,23,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/bookworm-arm64v8.dockerfile,55,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/bookworm-cppcheck.dockerfile,53,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/bookworm-i386.dockerfile,51,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/bookworm.dockerfile,52,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/bullseye-ppc64le.dockerfile,31,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/buster-gcc-ibt.dockerfile,69,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/jessie-i386.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/jessie.dockerfile,48,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/stretch-i386.dockerfile,51,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/stretch.dockerfile,56,"""Continuous Integration (CI)"",""THE REST"""
automation/build/fedora/29.dockerfile,48,"""Continuous Integration (CI)"",""THE REST"""
automation/build/suse/opensuse-leap.dockerfile,75,"""Continuous Integration (CI)"",""THE REST"""
automation/build/suse/opensuse-tumbleweed.dockerfile,76,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/bionic.dockerfile,51,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/focal.dockerfile,51,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/trusty.dockerfile,54,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/xenial-xilinx.dockerfile,25,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/xenial.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/yocto/build-yocto.sh,372,"""Continuous Integration (CI)"",""THE REST"""
automation/build/yocto/yocto.dockerfile.in,114,"""Continuous Integration (CI)"",""THE REST"""
automation/build/yocto/yocto.inc,44,"""Continuous Integration (CI)"",""THE REST"""
automation/eclair_analysis/ECLAIR/Set1.ecl,59,"""Continuous Integration (CI)"",""ECLAIR"",""THE REST"""
automation/eclair_analysis/ECLAIR/Set2.ecl,25,"""Continuous Integration (CI)"",""ECLAIR"",""THE REST"""
automation/eclair_analysis/ECLAIR/Set3.ecl,67,"""Continuous Integration (CI)"",""ECLAIR"",""THE REST"""
automation/eclair_analysis/ECLAIR/action.helpers,239,"""Continuous Integration (CI)"",""ECLAIR"",""THE REST"""
automation/eclair_analysis/ECLAIR/action.settings,180,"""Continuous Integration (CI)"",""ECLAIR"",""THE REST"""
