from,to,lines,size
ACPI,ACPI,21290,658949
ACPI,POWER MANAGEMENT,3775,109332
ACPI,THE REST,21290,658949
ACPI,TOOLSTACK,3617,123983
ACPI,X86 ARCHITECTURE,4348,122914
AMD IOMMU,AMD IOMMU,6355,196494
AMD IOMMU,THE REST,6355,196494
AMD SVM,AMD SVM,6230,185379
AMD SVM,THE REST,6230,185379
AMD SVM,X86 ARCHITECTURE,6230,185379
ARINC653 SCHEDULER,ARINC653 SCHEDULER,870,26951
ARINC653 SCHEDULER,SCHEDULING,783,24109
ARINC653 SCHEDULER,THE REST,870,26951
ARINC653 SCHEDULER,TOOLSTACK,87,2842
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,52676,1501637
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,LIVEPATCH,1023,28112
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,52676,1501637
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,"VM EVENT, MEM ACCESS and MONITOR",734,20209
CPU POOLS,CPU POOLS,818,20854
CPU POOLS,THE REST,818,20854
DEVICE TREE,DEVICE TREE,6732,205102
DEVICE TREE,THE REST,6732,205102
EFI,EFI,6753,199155
EFI,THE REST,6753,199155
EFI,X86 ARCHITECTURE,1503,47094
GDBSX DEBUGGER,GDBSX DEBUGGER,2883,77192
GDBSX DEBUGGER,THE REST,2883,77192
GDBSX DEBUGGER,TOOLSTACK,2637,69769
GDBSX DEBUGGER,X86 ARCHITECTURE,246,7423
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),716,23104
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,716,23104
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,716,23104
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),7352,223573
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,7352,223573
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),13544,426830
INTEL(R) VT FOR X86 (VT-X),THE REST,13544,426830
INTEL(R) VT FOR X86 (VT-X),X86 ARCHITECTURE,13544,426830
INTEL(R) VT FOR X86 (VT-X),X86 MEMORY MANAGEMENT,1410,41846
IOMMU VENDOR INDEPENDENT CODE,IOMMU VENDOR INDEPENDENT CODE,3699,107267
IOMMU VENDOR INDEPENDENT CODE,THE REST,3699,107267
KCONFIG,KCONFIG,24786,629913
KCONFIG,THE REST,24786,629913
KDD DEBUGGER,KDD DEBUGGER,2218,68216
KDD DEBUGGER,THE REST,2218,68216
KDD DEBUGGER,TOOLSTACK,2218,68216
KEXEC,KEXEC,407,10829
KEXEC,THE REST,407,10829
KEXEC,X86 ARCHITECTURE,407,10829
LIVEPATCH,LIVEPATCH,5851,175032
LIVEPATCH,THE REST,5851,175032
LIVEPATCH,TOOLSTACK,525,13320
LIVEPATCH,X86 ARCHITECTURE,294,7449
MINI-OS,MINI-OS,10,327
MINI-OS,THE REST,10,327
OCAML TOOLS,OCAML TOOLS,12469,393835
OCAML TOOLS,THE REST,12469,393835
OCAML TOOLS,TOOLSTACK,12469,393835
OVMF UPSTREAM,OVMF UPSTREAM,0,0
POWER MANAGEMENT,POWER MANAGEMENT,5531,159207
POWER MANAGEMENT,THE REST,5531,159207
POWER MANAGEMENT,X86 ARCHITECTURE,3465,98984
PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,6191,252218
PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,THE REST,6191,252218
PYTHON BINDINGS,PYTHON BINDINGS,7452,232151
PYTHON BINDINGS,THE REST,7452,232151
PYTHON BINDINGS,TOOLSTACK,7452,232151
QEMU UPSTREAM,QEMU UPSTREAM,0,0
QEMU-DM,QEMU-DM,0,0
REMUS,REMUS,3874,110298
REMUS,THE REST,3874,110298
REMUS,TOOLSTACK,3854,109174
RTDS SCHEDULER,RTDS SCHEDULER,1546,44182
RTDS SCHEDULER,SCHEDULING,1546,44182
RTDS SCHEDULER,THE REST,1546,44182
SCHEDULING,SCHEDULING,10598,322437
SCHEDULING,THE REST,10598,322437
SEABIOS UPSTREAM,SEABIOS UPSTREAM,0,0
STUB DOMAINS,STUB DOMAINS,34149,1026806
STUB DOMAINS,THE REST,34149,1026806
STUB DOMAINS,TOOLSTACK,5705,161858
STUB DOMAINS,VTPM,12506,382613
THE REST,THE REST,827775,24759493
THE REST,TOOLSTACK,342749,10061919
THE REST,TRANSCENDENT MEMORY (TMEM),4153,136680
THE REST,TRAVIS CI,88,3353
THE REST,UNMODIFIED LINUX PV DRIVERS,1775,46194
THE REST,"VM EVENT, MEM ACCESS and MONITOR",4821,139327
THE REST,VTPM,12647,389241
THE REST,X86 ARCHITECTURE,182016,5540022
THE REST,X86 I/O EMULATION,4797,135838
THE REST,X86 MEMORY MANAGEMENT,22672,728293
THE REST,X86 MEMORY PAGING,86,2083
THE REST,X86 MEMORY SHARING,3985,122845
THE REST,X86 SHADOW PAGETABLES,10473,365242
