filename,lines,sections
.cirrus.yml,26,"""THE REST"""
.gitarchive-info,2,"""THE REST"""
.gitattributes,1,"""THE REST"""
.gitignore,437,"""THE REST"""
.gitlab-ci.yml,7,"""Continuous Integration (CI)"",""THE REST"""
.hgignore,329,"""THE REST"""
.hgsigs,11,"""THE REST"""
.hgtags,59,"""THE REST"""
.travis.yml,88,"""Continuous Integration (CI)"",""THE REST"""
CHANGELOG.md,36,"""Change Log"",""THE REST"""
CODING_STYLE,237,"""THE REST"""
CONTRIBUTING,231,"""THE REST"""
COPYING,416,"""THE REST"""
CREDITS,16,"""THE REST"""
Config.mk,271,"""THE REST"""
INSTALL,369,"""THE REST"""
MAINTAINERS,634,"""THE REST"""
Makefile,336,"""THE REST"""
README,211,"""THE REST"""
SUPPORT.md,997,"""THE REST"""
autogen.sh,12,"""THE REST"",""TOOLSTACK"""
automation/build/Makefile,19,"""Continuous Integration (CI)"",""THE REST"""
automation/build/README.md,95,"""Continuous Integration (CI)"",""THE REST"""
automation/build/alpine/3.12-arm64v8.dockerfile,52,"""Continuous Integration (CI)"",""THE REST"""
automation/build/alpine/3.12.dockerfile,52,"""Continuous Integration (CI)"",""THE REST"""
automation/build/archlinux/current.dockerfile,54,"""Continuous Integration (CI)"",""THE REST"""
automation/build/centos/7.2.dockerfile,50,"""Continuous Integration (CI)"",""THE REST"""
automation/build/centos/7.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/centos/CentOS-7.2.repo,35,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/jessie-i386.dockerfile,50,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/jessie.dockerfile,48,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/stretch-i386.dockerfile,52,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/stretch-llvm-8.list,3,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/stretch.dockerfile,63,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/unstable-arm64v8.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/unstable-i386.dockerfile,52,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/unstable-llvm-8.list,3,"""Continuous Integration (CI)"",""THE REST"""
automation/build/debian/unstable.dockerfile,64,"""Continuous Integration (CI)"",""THE REST"""
automation/build/fedora/29.dockerfile,45,"""Continuous Integration (CI)"",""THE REST"""
automation/build/suse/opensuse-leap.dockerfile,69,"""Continuous Integration (CI)"",""THE REST"""
automation/build/suse/opensuse-tumbleweed.dockerfile,70,"""Continuous Integration (CI)"",""THE REST"""
automation/build/suse/sles11sp4.dockerfile,20,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/bionic.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/focal.dockerfile,48,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/trusty.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/build/ubuntu/xenial.dockerfile,49,"""Continuous Integration (CI)"",""THE REST"""
automation/configs/x86/hvm_only_config,3,"""Continuous Integration (CI)"",""THE REST"""
automation/configs/x86/no_hvm_pv_config,3,"""Continuous Integration (CI)"",""THE REST"""
automation/configs/x86/pv_only_config,3,"""Continuous Integration (CI)"",""THE REST"""
automation/gitlab-ci/build-each-commit.sh,18,"""Continuous Integration (CI)"",""THE REST"""
automation/gitlab-ci/build.yaml,527,"""Continuous Integration (CI)"",""THE REST"""
automation/gitlab-ci/test.yaml,160,"""Continuous Integration (CI)"",""THE REST"""
automation/scripts/build,74,"""Continuous Integration (CI)"",""THE REST"""
automation/scripts/build-test.sh,76,"""Continuous Integration (CI)"",""THE REST"""
automation/scripts/containerize,106,"""Continuous Integration (CI)"",""THE REST"""
automation/scripts/qemu-alpine-arm64.sh,120,"""Continuous Integration (CI)"",""THE REST"""
automation/scripts/qemu-smoke-arm64.sh,93,"""Continuous Integration (CI)"",""THE REST"""
automation/scripts/qemu-smoke-x86-64.sh,32,"""Continuous Integration (CI)"",""THE REST"""
automation/tests-artifacts/Makefile,19,"""Continuous Integration (CI)"",""THE REST"""
automation/tests-artifacts/alpine/3.12-arm64v8.dockerfile,67,"""Continuous Integration (CI)"",""THE REST"""
automation/tests-artifacts/kernel/5.9.9-arm64v8.dockerfile,34,"""Continuous Integration (CI)"",""THE REST"""
automation/tests-artifacts/qemu-system-aarch64/5.2.0-arm64v8.dockerfile,75,"""Continuous Integration (CI)"",""THE REST"""
config.guess,1658,"""THE REST"""
config.sub,1798,"""THE REST"""
config/Docs.mk.in,9,"""THE REST"",""TOOLSTACK"""
config/FreeBSD.mk,9,"""THE REST"""
config/Linux.mk,3,"""THE REST"""
config/MiniOS.mk,10,"""MINI-OS"",""THE REST"""
config/NetBSD.mk,3,"""THE REST"""
config/NetBSDRump.mk,8,"""THE REST"""
config/OpenBSD.mk,1,"""THE REST"""
config/Paths.mk.in,61,"""THE REST"",""TOOLSTACK"""
config/StdGNU.mk,37,"""THE REST"""
config/Stubdom.mk.in,39,"""STUB DOMAINS"",""THE REST"",""TOOLSTACK"""
config/SunOS.mk,35,"""THE REST"""
config/Tools.mk.in,79,"""THE REST"",""TOOLSTACK"""
config/Toplevel.mk.in,2,"""THE REST"",""TOOLSTACK"""
config/arm32.mk,15,"""THE REST"""
config/arm64.mk,14,"""THE REST"""
config/x86_32.mk,15,"""THE REST"""
config/x86_64.mk,27,"""THE REST"""
configure,3630,"""THE REST"",""TOOLSTACK"""
