from,to,lines,size
ACPI,ACPI,21315,659908
ACPI,POWER MANAGEMENT,3826,110660
ACPI,THE REST,21315,659908
ACPI,TOOLSTACK,3618,124209
ACPI,X86 ARCHITECTURE,4379,123859
AMD IOMMU,AMD IOMMU,6380,197640
AMD IOMMU,THE REST,6380,197640
AMD SVM,AMD SVM,6569,196211
AMD SVM,THE REST,6569,196211
AMD SVM,X86 ARCHITECTURE,6569,196211
ARINC653 SCHEDULER,ARINC653 SCHEDULER,836,26077
ARINC653 SCHEDULER,SCHEDULING,749,23235
ARINC653 SCHEDULER,THE REST,836,26077
ARINC653 SCHEDULER,TOOLSTACK,87,2842
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,63600,1847674
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,LIVEPATCH,1043,28960
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,63600,1847674
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,"VM EVENT, MEM ACCESS and MONITOR",772,21460
BLKTAP2,BLKTAP2,40251,1022635
BLKTAP2,THE REST,40251,1022635
BLKTAP2,TOOLSTACK,40251,1022635
CPU POOLS,CPU POOLS,819,20929
CPU POOLS,THE REST,819,20929
Continuous Integration (CI),Continuous Integration (CI),617,15003
Continuous Integration (CI),THE REST,617,15003
DEVICE TREE,DEVICE TREE,6725,204906
DEVICE TREE,THE REST,6725,204906
EFI,EFI,6778,199795
EFI,THE REST,6778,199795
EFI,X86 ARCHITECTURE,1509,47187
GDBSX DEBUGGER,GDBSX DEBUGGER,2889,77353
GDBSX DEBUGGER,THE REST,2889,77353
GDBSX DEBUGGER,TOOLSTACK,2643,69935
GDBSX DEBUGGER,X86 ARCHITECTURE,246,7418
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),719,23209
