from,to,lines,size
ACPI,ACPI,16696,508352
ACPI,POWER MANAGEMENT,3588,103637
ACPI,THE REST,16696,508352
ACPI,X86 ARCHITECTURE,4132,116570
AMD IOMMU,AMD IOMMU,5927,185293
AMD IOMMU,THE REST,5927,185293
AMD SVM,AMD SVM,5820,169466
AMD SVM,THE REST,5820,169466
AMD SVM,X86 ARCHITECTURE,5820,169466
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,20276,566344
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,20276,566344
CPU POOLS,CPU POOLS,712,17599
CPU POOLS,THE REST,712,17599
DEVICE TREE,DEVICE TREE,5385,164127
DEVICE TREE,THE REST,5385,164127
EFI,EFI,5995,176612
EFI,THE REST,5995,176612
EFI,X86 ARCHITECTURE,3066,94398
GDBSX DEBUGGER,GDBSX DEBUGGER,2862,76979
GDBSX DEBUGGER,THE REST,2862,76979
GDBSX DEBUGGER,TOOLSTACK,2630,69928
GDBSX DEBUGGER,X86 ARCHITECTURE,232,7051
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),699,22568
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,699,22568
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,699,22568
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),6646,199835
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,6646,199835
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),9964,317902
INTEL(R) VT FOR X86 (VT-X),THE REST,9964,317902
INTEL(R) VT FOR X86 (VT-X),X86 ARCHITECTURE,9964,317902
IOMMU VENDOR INDEPENDENT CODE,IOMMU VENDOR INDEPENDENT CODE,2690,77341
IOMMU VENDOR INDEPENDENT CODE,THE REST,2690,77341
KDD DEBUGGER,KDD DEBUGGER,2212,68057
KDD DEBUGGER,THE REST,2212,68057
KDD DEBUGGER,TOOLSTACK,2212,68057
LINUX (PV_OPS),LINUX (PV_OPS),0,0
LINUX (XCP),LINUX (XCP),0,0
MACHINE CHECK (MCA) & RAS,MACHINE CHECK (MCA) & RAS,5364,154723
MACHINE CHECK (MCA) & RAS,THE REST,5364,154723
MACHINE CHECK (MCA) & RAS,X86 ARCHITECTURE,5364,154723
MINI-OS,MINI-OS,22260,603605
MINI-OS,THE REST,22260,603605
MINI-OS,VTPM,3379,92492
OCAML TOOLS,OCAML TOOLS,9074,289735
OCAML TOOLS,THE REST,9074,289735
OCAML TOOLS,TOOLSTACK,9074,289735
POWER MANAGEMENT,POWER MANAGEMENT,5312,152859
POWER MANAGEMENT,THE REST,5312,152859
POWER MANAGEMENT,X86 ARCHITECTURE,3267,93182
QEMU UPSTREAM,QEMU UPSTREAM,0,0
QEMU-DM,QEMU-DM,0,0
REMUS,REMUS,6057,166019
REMUS,THE REST,6057,166019
REMUS,TOOLSTACK,6057,166019
SCHEDULING,SCHEDULING,8021,235954
SCHEDULING,THE REST,8021,235954
SEABIOS UPSTREAM,SEABIOS UPSTREAM,0,0
STUB DOMAINS,STUB DOMAINS,26909,815813
STUB DOMAINS,THE REST,26909,815813
STUB DOMAINS,VTPM,6236,204046
THE REST,THE REST,774073,23255554
THE REST,TOOLSTACK,380397,11439889
THE REST,TRANSCENDENT MEMORY (TMEM),4859,162331
THE REST,UNMODIFIED LINUX PV DRIVERS,1764,46061
THE REST,VTPM,9935,307903
THE REST,X86 ARCHITECTURE,141687,4318325
THE REST,X86 MEMORY MANAGEMENT,20288,663777
THE REST,XENTRACE,3572,111171
THE REST,XSM/FLASK,16073,433656
TOOLSTACK,TOOLSTACK,380397,11439889
TOOLSTACK,XENTRACE,2693,86610
TOOLSTACK,XSM/FLASK,1654,43410
TRANSCENDENT MEMORY (TMEM),TRANSCENDENT MEMORY (TMEM),4859,162331
UNMODIFIED LINUX PV DRIVERS,UNMODIFIED LINUX PV DRIVERS,1764,46061
USB PV DRIVERS,USB PV DRIVERS,0,0
VTPM,VTPM,9935,307903
X86 ARCHITECTURE,X86 ARCHITECTURE,141687,4318325
X86 ARCHITECTURE,X86 MEMORY MANAGEMENT,20288,663777
X86 MEMORY MANAGEMENT,X86 MEMORY MANAGEMENT,20288,663777
XENTRACE,XENTRACE,3572,111171
XSM/FLASK,XSM/FLASK,16073,433656
