from,to,lines,size
9PFSD,9PFSD,2472,62070
9PFSD,THE REST,2472,62070
9PFSD,TOOLSTACK,2472,62070
ACPI,ACPI,22629,687573
ACPI,POWER MANAGEMENT,5411,159524
ACPI,THE REST,22629,687573
ACPI,TOOLSTACK,3036,93297
ACPI,X86 ARCHITECTURE,5930,171901
AMD IOMMU,AMD IOMMU,7083,217131
AMD IOMMU,THE REST,7083,217131
AMD SVM,AMD SVM,7525,226949
AMD SVM,THE REST,7525,226949
AMD SVM,X86 ARCHITECTURE,7525,226949
ARGO,ARGO,2657,78649
ARGO,THE REST,2657,78649
ARINC653 SCHEDULER,ARINC653 SCHEDULER,844,26367
ARINC653 SCHEDULER,LIBS,87,2872
ARINC653 SCHEDULER,SCHEDULING,757,23495
ARINC653 SCHEDULER,THE REST,844,26367
ARINC653 SCHEDULER,TOOLSTACK,87,2872
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,93701,2729749
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM SMMU,3012,77283
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM SMMUv3,2904,75765
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,IMX8QM/QXP SUPPORT,394,10507
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,LIVEPATCH,1065,29807
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,NXP S32G3 PROCESSORS FAMILY SUPPORT,63,1716
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,RCAR PCI,242,7021
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,SCI MEDIATORS,354,8601
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,TEE MEDIATORS,6785,201660
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,93701,2729749
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,"VM EVENT, MEM ACCESS and MONITOR",695,18711
ARM SMMU,ARM SMMU,3012,77283
ARM SMMU,THE REST,3012,77283
ARM SMMUv3,ARM SMMUv3,2904,75765
ARM SMMUv3,THE REST,2904,75765
Change Log,Change Log,363,18057
Change Log,THE REST,363,18057
Continuous Integration (CI),Continuous Integration (CI),8745,242507
Continuous Integration (CI),ECLAIR,2617,93812
Continuous Integration (CI),THE REST,8745,242507
DEVICE TREE,DEVICE TREE,15132,434796
DEVICE TREE,THE REST,15132,434796
ECLAIR,ECLAIR,2617,93812
ECLAIR,THE REST,2617,93812
EFI,EFI,8127,244646
EFI,THE REST,8127,244646
EFI,X86 ARCHITECTURE,1782,56678
FUSA,FUSA,1268,25667
FUSA,THE REST,1268,25667
GDBSX DEBUGGER,GDBSX DEBUGGER,2745,73070
GDBSX DEBUGGER,THE REST,2745,73070
GDBSX DEBUGGER,TOOLSTACK,2624,69248
GDBSX DEBUGGER,X86 ARCHITECTURE,121,3822
GOLANG BINDINGS,GOLANG BINDINGS,8481,250141
GOLANG BINDINGS,THE REST,8481,250141
GOLANG BINDINGS,TOOLSTACK,8481,250141
HYPFS,HYPFS,1798,47724
HYPFS,LIBS,652,16629
HYPFS,THE REST,1798,47724
HYPFS,TOOLSTACK,850,20700
IMX8QM/QXP SUPPORT,IMX8QM/QXP SUPPORT,394,10507
