"c_representative","c_section","c_size"
"AMD IOMMU","AMD IOMMU",6292
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE",50398
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","LIVEPATCH",5830
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","VM EVENT, MEM ACCESS and MONITOR",3585
"CPU POOLS","CPU POOLS",818
"DEVICE TREE","DEVICE TREE",6734
"INTEL(R) VT FOR DIRECTED I/O (VT-D)","INTEL(R) VT FOR DIRECTED I/O (VT-D)",7182
"IOMMU VENDOR INDEPENDENT CODE","IOMMU VENDOR INDEPENDENT CODE",3737
"KCONFIG","KCONFIG",24783
"MINI-OS","MINI-OS",10
"OVMF UPSTREAM","OVMF UPSTREAM",0
"QEMU UPSTREAM","QEMU UPSTREAM",0
"QEMU-DM","QEMU-DM",0
"SCHEDULING","ARINC653 SCHEDULER",871
"SCHEDULING","RTDS SCHEDULER",1540
"SCHEDULING","SCHEDULING",9589
"SEABIOS UPSTREAM","SEABIOS UPSTREAM",0
"STUB DOMAINS","STUB DOMAINS",34129
"STUB DOMAINS","VTPM",12861
"TOOLSTACK","GDBSX DEBUGGER",2886
"TOOLSTACK","KDD DEBUGGER",2216
"TOOLSTACK","OCAML TOOLS",12489
"TOOLSTACK","REMUS",3870
"TOOLSTACK","TOOLSTACK",330708
"TOOLSTACK","XENTRACE",15122
"TOOLSTACK","XSM/FLASK",16612
"TRANSCENDENT MEMORY (TMEM)","TRANSCENDENT MEMORY (TMEM)",4066
"TRAVIS CI","TRAVIS CI",89
"UNMODIFIED LINUX PV DRIVERS","UNMODIFIED LINUX PV DRIVERS",1775
"USB PV DRIVERS","USB PV DRIVERS",0
"X86 ARCHITECTURE","ACPI",21092
"X86 ARCHITECTURE","AMD SVM",6059
"X86 ARCHITECTURE","EFI",6490
"X86 ARCHITECTURE","INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT)",719
"X86 ARCHITECTURE","INTEL(R) VT FOR X86 (VT-X)",13168
"X86 ARCHITECTURE","KEXEC",408
"X86 ARCHITECTURE","MACHINE CHECK (MCA) & RAS",5259
"X86 ARCHITECTURE","POWER MANAGEMENT",5540
"X86 ARCHITECTURE","X86 ARCHITECTURE",171253
"X86 ARCHITECTURE","X86 I/O EMULATION",4591
"X86 ARCHITECTURE","X86 MEMORY MANAGEMENT",22397
"X86 ARCHITECTURE","X86 MEMORY PAGING",86
"X86 ARCHITECTURE","X86 MEMORY SHARING",4001
"X86 ARCHITECTURE","X86 SHADOW PAGETABLES",10455
"X86 ARCHITECTURE","X86 VIRIDIAN ENLIGHTENMENTS",1018
