"c_representative","c_section","c_size"
"ACPI:","ACPI:",3185
"ANDROID AB","ANDROID AB",238
"ANDROID AVB","ANDROID AVB",9057
"ARC","ARC",7399
"ARC HSDK CREG GPIO","ARC HSDK CREG GPIO",212
"ARC HSDK RESET","ARC HSDK RESET",127
"ARM","ARM",989663
"ARM","ARM ALTERA SOCFPGA",11746
"ARM","ARM AMLOGIC SOC SUPPORT",47346
"ARM","ARM BROADCOM BCM283X / BCM27XX",7736
"ARM","ARM BROADCOM BCMBCA",136
"ARM","ARM FREESCALE IMX",252657
"ARM","ARM HISILICON",1196
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX ARMADA-7K/8K",54957
"ARM","ARM METHODE SUPPORT",514
"ARM","ARM MICROCHIP/ATMEL AT91",16031
"ARM","ARM PHYTIUM",229
"ARM","ARM RENESAS RMOBILE/R-CAR",10603
"ARM","ARM ROCKCHIP",124907
"ARM","ARM SAMSUNG",19318
"ARM","ARM STM STM32MP",63024
"ARM","ARM STM STV0991",720
"ARM","ARM SUNXI",28304
"ARM","ARM TEGRA",27396
"ARM","ARM TI",84764
"ARM","ARM U8500",2919
"ARM","ARM UNIPHIER",21418
"ARM","ARM VERSATILE EXPRESS DRIVERS",2447
"ARM","CAAM",4290
"ARM","COLDFIRE",19400
"ARM","OUT4-IMX6ULL-NANO BOARD",915
"ARM","POWER",25265
"ARM","SEMIHOSTING",874
"ARM","TARGET_BCMNS3",4118
"ARM","TI SYSTEM SECURITY",2727
"ARM","UBI",16450
"ARM","XEN",7086
"ARM LAYERSCAPE SFP","ARM LAYERSCAPE SFP",350
"ARM MARVELL PCIE CONTROLLER DRIVERS","ARM MARVELL PCIE CONTROLLER DRIVERS",1842
"ARM MARVELL SERIAL DRIVERS","ARM MARVELL SERIAL DRIVERS",361
"ARM SNAPDRAGON","ARM SNAPDRAGON",4373
"ARM SNAPDRAGON","SPMI",525
"ARM ZYNQ","ARM VERSAL",3991
"ARM ZYNQ","ARM ZYNQ",136154
"ARM ZYNQ","ARM ZYNQMP",59651
"ARM ZYNQ","ARM ZYNQMP R5",73
"ARM ZYNQ","FPGA",10027
"ARM ZYNQ","MICROBLAZE",107837
"BINMAN","BINMAN",31263
"BTRFS","BTRFS",9575
"BUILDMAN","BUILDMAN",14566
"CFI FLASH","CFI FLASH",3016
"CLOCK","ARC HSDK CGU CLOCK",857
"CLOCK","ARC SYNOPSYS DW MMC EXTENSIONS",232
"CLOCK","ARM ASPEED",9344
"CLOCK","ARM MEDIATEK",27640
"CLOCK","ARM OWL",953
"CLOCK","BOOTDEVICE",5619
"CLOCK","CLOCK",69301
"CLOCK","MMC",39482
"CLOCK","RISC-V CANAAN KENDRYTE K210",2252
"DRIVER MODEL","DRIVER MODEL",37107
"DRIVER MODEL","RNG",1847
"DRIVER MODEL","SMCCC TRNG",207
"DRIVER MODEL","VirtIO",5216
"EFI PAYLOAD","EFI APP",1084
"EFI PAYLOAD","EFI PAYLOAD",60134
"EFI PAYLOAD","EFI VARIABLES VIA OP-TEE",1003
"ENVIRONMENT","ENVIRONMENT",7710
"ENVIRONMENT AS TEXT","ENVIRONMENT AS TEXT",629
"EROFS","EROFS",2689
"EVENTS","EVENTS",692
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",7632
"FREEBSD","FREEBSD",0
"GATEWORKS_SC","GATEWORKS_SC",654
"KWBIMAGE / KWBOOT TOOLS","KWBIMAGE / KWBOOT TOOLS",5413
"LED","LED",224
"LOGGING","LOGGING",3495
"MIPS","MIPS",196668
"MIPS","MIPS JZ4780",1939
"MIPS","MIPS Octeon",160035
"NETWORK","ARM CORTINA ACCESS CAxxxx",5263
"NETWORK","MIPS CORTINA ACCESS CAxxxx",3532
"NETWORK","MIPS MEDIATEK",11237
"NETWORK","MIPS MSCC",13929
"NETWORK","NAND FLASH",47089
"NETWORK","NETWORK",142960
"NETWORK","NXP C45 TJA11XX PHY DRIVER",348
"NIOS","NIOS",3391
"NVMe","APPLE M1 SOC SUPPORT",1876
"NVMe","NVMe",2431
"NVMEM","NVMEM",286
"ONENAND","ONENAND",3900
"PATMAN","PATMAN",8162
"PCI Endpoint","PCI Endpoint",1350
"PCI MPC85xx","PCI MPC85xx",161
"POWERPC","POWERPC",58441
"POWERPC","POWERPC MPC83XX",16736
"POWERPC","POWERPC MPC85XX",14449
"POWERPC","POWERPC MPC8XX",2046
"RISC-V","RISC-V",13847
"SANDBOX","SANDBOX",10204
"SETEXPR","SETEXPR",647
"SH","SH",6965
"SPI","ARM BROADCOM BCMSTB",1074
"SPI","ARM HPE GXP ARCHITECTURE",828
"SPI","ARM IPQ40XX",1929
"SPI","SPI",35621
"SPI","SPI-NOR",8437
"SQUASHFS","SQUASHFS",3111
"STACKPROTECTOR","STACKPROTECTOR",62
"TEE","TEE",4012
"TEE-lib","TEE-lib",219
"TPM DRIVERS","TPM DRIVERS",7122
"TQ GROUP","TQ GROUP",0
"UFS","UFS",3411
"USB","ARM STI",1951
"USB","DFU",33512
"USB","FASTBOOT",3983
"USB","ROCKUSB",1063
"USB","USB",107962
"USB","USB xHCI",6828
"VIDEO","ARM NEXELL S5P4418",17194
"VIDEO","I2C",25085
"VIDEO","MALI DISPLAY PROCESSORS",686
"VIDEO","TDA19988 HDMI ENCODER",655
"VIDEO","VIDEO",74229
"WATCHDOG","FREESCALE QORIQ",281
"WATCHDOG","SL28CLPD",379
"WATCHDOG","WATCHDOG",5809
"X86","X86",101603
"XTENSA","XTENSA",5485
