"c_representative","c_section","c_size"
"ARC","ARC",3720
"ARM","ARM",457847
"ARM","ARM ALTERA SOCFPGA",4499
"ARM","ARM ATMEL AT91",9844
"ARM","ARM FREESCALE IMX",72664
"ARM","ARM HISILICON",192
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X",10498
"ARM","ARM MARVELL PXA",4167
"ARM","ARM RENESAS RMOBILE/R-CAR",26378
"ARM","ARM ROCKCHIP",6796
"ARM","ARM SAMSUNG",21092
"ARM","ARM SNAPDRAGON",351
"ARM","ARM STI",99
"ARM","ARM STM SPEAR",1981
"ARM","ARM STM STV0991",734
"ARM","ARM SUNXI",15271
"ARM","ARM TEGRA",25960
"ARM","ARM TI",16719
"ARM","ARM UNIPHIER",21392
"ARM","ARM ZYNQMP",1052
"ARM","I2C",16956
"ARM","TI SYSTEM SECURITY",1125
"ARM ZYNQ","ARM ZYNQ",0
"AVR32","AVR32",4332
"BUILDMAN","BUILDMAN",8970
"CFI FLASH","CFI FLASH",2974
"COLDFIRE","COLDFIRE",23271
"EFI PAYLOAD","EFI PAYLOAD",3815
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",11439
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",0
"MICROBLAZE","MICROBLAZE",2614
"MIPS","MIPS",17934
"NAND FLASH","NAND FLASH",31877
"NDS32","NDS32",3662
"NETWORK","NETWORK",100043
"NIOS","NIOS",3385
"ONENAND","ONENAND",3873
"PATMAN","PATMAN",3930
"POWER","POWER",12050
"POWERPC","POWERPC",100280
"POWERPC","POWERPC MPC5XXX",10681
"POWERPC","POWERPC MPC82XX",6815
"POWERPC","POWERPC MPC83XX",5542
"POWERPC","POWERPC MPC85XX",16844
"POWERPC","POWERPC MPC86XX",2776
"POWERPC","POWERPC MPC8XX",7559
"POWERPC","POWERPC PPC4XX",21054
"SANDBOX","SANDBOX",5055
"SH","SH",8578
"SPI","SPI",22025
"SPMI","SPMI",464
"TQ GROUP","TQ GROUP",0
"UBI","UBI",16366
"USB","DFU",30151
"USB","USB",88200
"VIDEO","ARM BROADCOM BCM283X",1793
"VIDEO","DRIVER MODEL",11552
"VIDEO","MMC",18231
"VIDEO","VIDEO",44434
"X86","X86",61596
"XTENSA","XTENSA",5620
