"c_representative","c_section","c_size"
"Devices - IDE","Devices - IDE",9498
"Devices - PCI","Devices - PCI",11025
"Devices - SCSI","Devices - LSI53C895A",2159
"Devices - SCSI","Devices - SCSI",16113
"Devices - SCSI","Devices - vhost",1691
"Devices - USB","Devices - USB",33145
"Devices - VFIO","Devices - VFIO",3322
"Devices - virtio","Devices - virtio",18576
"Devices - virtio","Devices - virtio-9p",11393
"Devices - virtio","Devices - virtio-ccw",1526
"Devices - virtio","Devices - virtio-serial",1250
"Devices - virtio","Guest CPU cores (TCG): - S390",18409
"Devices - virtio","S390 Machines - S390 Virtio",1215
"Devices - virtio","S390 Machines - S390 Virtio-ccw",1517
"Devices - Xilinx EDK","ARM Machines - Xilinx Zynq",3799
"Devices - Xilinx EDK","Devices - SSI",2732
"Devices - Xilinx EDK","Devices - Xilinx EDK",4209
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",7804
"Guest CPU cores (TCG): - ARM","ARM Machines - Calxeda Highbank",826
"Guest CPU cores (TCG): - ARM","ARM Machines - Exynos",7448
"Guest CPU cores (TCG): - ARM","ARM Machines - Gumstix",141
"Guest CPU cores (TCG): - ARM","ARM Machines - i.MX31",2361
"Guest CPU cores (TCG): - ARM","ARM Machines - Integrator CP",581
"Guest CPU cores (TCG): - ARM","ARM Machines - Mainstone",190
"Guest CPU cores (TCG): - ARM","ARM Machines - Musicpal",1771
"Guest CPU cores (TCG): - ARM","ARM Machines - nSeries",1415
"Guest CPU cores (TCG): - ARM","ARM Machines - Palm",284
"Guest CPU cores (TCG): - ARM","ARM Machines - Real View",410
"Guest CPU cores (TCG): - ARM","ARM Machines - Spitz",1145
"Guest CPU cores (TCG): - ARM","ARM Machines - Stellaris",1969
"Guest CPU cores (TCG): - ARM","ARM Machines - Versatile PB",1057
"Guest CPU cores (TCG): - ARM","Devices - OMAP",17117
"Guest CPU cores (TCG): - ARM","Guest CPU Cores (KVM): - ARM",649
"Guest CPU cores (TCG): - ARM","Guest CPU cores (TCG): - ARM",44805
"Guest CPU cores (TCG): - CRIS","CRIS Machines - Axis Dev88",2606
"Guest CPU cores (TCG): - CRIS","Guest CPU cores (TCG): - CRIS",8183
"Guest CPU cores (TCG): - LM32","Guest CPU cores (TCG): - LM32",3607
"Guest CPU cores (TCG): - LM32","LM32 Machines - EVR32 and uclinux BSP",309
"Guest CPU cores (TCG): - LM32","LM32 Machines - milkymist",219
"Guest CPU cores (TCG): - M68K","Guest CPU cores (TCG): - M68K",6629
"Guest CPU cores (TCG): - M68K","M68K Machines - an5206",100
"Guest CPU cores (TCG): - M68K","M68K Machines - dummy_m68k",84
"Guest CPU cores (TCG): - M68K","M68K Machines - mcf5208",306
"Guest CPU cores (TCG): - MicroBlaze","Guest CPU cores (TCG): - MicroBlaze",4572
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_ml605",197
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_s3adsp1800",127
"Guest CPU cores (TCG): - MIPS","Guest CPU cores (TCG): - MIPS",31269
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Jazz",345
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Malta",1144
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Mipssim",242
"Guest CPU cores (TCG): - MIPS","MIPS Machines - R4000",317
"Guest CPU cores (TCG): - Moxie","Guest CPU cores (TCG): - Moxie",1530
"Guest CPU cores (TCG): - OpenRISC","Guest CPU cores (TCG): - OpenRISC",4246
"Guest CPU cores (TCG): - OpenRISC","OpenRISC Machines - or1k-sim",150
"Guest CPU cores (TCG): - PowerPC","Devices - ppc4xx",4652
"Guest CPU cores (TCG): - PowerPC","Devices - ppce500",911
"Guest CPU cores (TCG): - PowerPC","Guest CPU cores (TCG): - PowerPC",50256
