"c_representative","c_section","c_size"
"ANDROID AB","ANDROID AB",535
"ANDROID AVB","ANDROID AVB",9047
"ARC","ARC",6944
"ARC HSDK CREG GPIO","ARC HSDK CREG GPIO",210
"ARC HSDK RESET","ARC HSDK RESET",133
"ARM","ARM",708028
"ARM","ARM ALTERA SOCFPGA",10028
"ARM","ARM BROADCOM BCM283X",6839
"ARM","ARM FREESCALE IMX",155941
"ARM","ARM HISILICON",1192
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX ARMADA-7K/8K",47224
"ARM","ARM MARVELL PXA",4119
"ARM","ARM MICROCHIP/ATMEL AT91",15545
"ARM","ARM PHYTIUM",232
"ARM","ARM RENESAS RMOBILE/R-CAR",10418
"ARM","ARM SAMSUNG",19135
"ARM","ARM SNAPDRAGON",2836
"ARM","ARM STM SPEAR",2413
"ARM","ARM STM STV0991",718
"ARM","ARM SUNXI",18293
"ARM","ARM TEGRA",27300
"ARM","ARM TI",15726
"ARM","ARM U8500",2003
"ARM","ARM UNIPHIER",20834
"ARM","ARM VERSATILE EXPRESS DRIVERS",3848
"ARM","ARM/CZ.NIC TURRIS MOX SUPPORT",1801
"ARM","DRIVER MODEL",23412
"ARM","TI SYSTEM SECURITY",2171
"ARM ZYNQ","ARM BROADCOM BCMSTB",1030
"ARM ZYNQ","ARM ZYNQ",114894
"ARM ZYNQ","ARM ZYNQMP",37464
"ARM ZYNQ","ARM ZYNQMP R5",68
"ARM ZYNQ","FPGA",9695
"ARM ZYNQ","MICROBLAZE",91945
"ARM ZYNQ","NAND FLASH",37805
"ARM ZYNQ","SPI",28435
"ARM ZYNQ","SPI-NOR",6604
"BINMAN","BINMAN",16795
"BTRFS","BTRFS",3464
"BUILDMAN","BUILDMAN",12939
"CFI FLASH","CFI FLASH",2999
"COLDFIRE","COLDFIRE",25315
"EFI PAYLOAD","EFI PAYLOAD",38227
"ENVIRONMENT","ENVIRONMENT",6755
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",8635
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",136
"LOGGING","LOGGING",814
"NDS32","NDS32",4320
"NETWORK","MIPS",29652
"NETWORK","MIPS JZ4780",1927
"NETWORK","MIPS MSCC",13411
"NETWORK","NETWORK",119896
"NIOS","NIOS",3362
"ONENAND","ONENAND",3897
"PATMAN","PATMAN",5088
"PCI Endpoint","PCI Endpoint",1332
"PCI MPC85xx","PCI MPC85xx",158
"POWERPC","POWERPC",57880
"POWERPC","POWERPC MPC83XX",17510
"POWERPC","POWERPC MPC85XX",16702
"POWERPC","POWERPC MPC86XX",2749
"POWERPC","POWERPC MPC8XX",2141
"RISC-V","RISC-V",6367
"SANDBOX","SANDBOX",7349
"SH","SH",7276
"SPMI","SPMI",468
"TEE","TEE",3343
"TEE-lib","TEE-lib",252
"TQ GROUP","TQ GROUP",0
"UBI","UBI",16456
"UFS","UFS",3402
"USB","ARM STI",1939
"USB","DFU",33817
"USB","ROCKUSB",1059
"USB","USB",98717
"USB","USB xHCI",6576
"VIDEO","ARC HSDK CGU CLOCK",807
"VIDEO","ARC SYNOPSYS DW MMC EXTENSIONS",233
"VIDEO","ARM AMLOGIC SOC SUPPORT",33235
"VIDEO","ARM CORTINA ACCESS CAxxxx",601
"VIDEO","ARM MEDIATEK",18538
"VIDEO","ARM OWL",551
"VIDEO","ARM ROCKCHIP",49398
"VIDEO","ARM STM STM32MP",20026
"VIDEO","ARM VERSAL",2127
"VIDEO","CLOCK",45725
"VIDEO","I2C",19014
"VIDEO","MALI DISPLAY PROCESSORS",687
"VIDEO","MIPS CORTINA ACCESS CAxxxx",601
"VIDEO","MMC",31359
"VIDEO","POWER",21774
"VIDEO","RNG",580
"VIDEO","TDA19988 HDMI ENCODER",653
"VIDEO","VIDEO",70491
"X86","X86",88515
"XTENSA","XTENSA",5494
