"c_representative","c_section","c_size"
"ARC","ARC",2204
"ARM","ARM",198163
"ARM","ARM ALTERA SOCFPGA",2958
"ARM","ARM ATMEL AT91",5163
"ARM","ARM FREESCALE IMX",34030
"ARM","ARM MARVELL KIRKWOOD",1704
"ARM","ARM MARVELL PXA",4099
"ARM","ARM SAMSUNG",20322
"ARM","ARM STM SPEAR",2123
"ARM","ARM SUNXI",2688
"ARM","ARM TEGRA",17985
"ARM","ARM TI",22144
"ARM","ARM UNIPHIER",4764
"ARM","ARM ZYNQ",1675
"AVR32","AVR32",4615
"BLACKFIN","BLACKFIN",68492
"BUILDMAN","BUILDMAN",8108
"CFI FLASH","CFI FLASH",8165
"COLDFIRE","COLDFIRE",22877
"DFU","DFU",1389
"DRIVER MODEL","DRIVER MODEL",4392
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",7935
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",0
"I2C","I2C",11809
"MICROBLAZE","MICROBLAZE",2636
"MIPS","MIPS",11980
"MMC","MMC",12053
"NAND FLASH","NAND FLASH",25402
"NDS32","NDS32",4739
"NETWORK","NETWORK",64809
"NIOS","NIOS",3048
"ONENAND","ONENAND",3816
"OPENRISC","OPENRISC",2490
"PATMAN","PATMAN",3420
"POWERPC","POWERPC",105957
"POWERPC","POWERPC MPC5XXX",10813
"POWERPC","POWERPC MPC82XX",10454
"POWERPC","POWERPC MPC83XX",5535
"POWERPC","POWERPC MPC85XX",15111
"POWERPC","POWERPC MPC86XX",2776
"POWERPC","POWERPC MPC8XX",8164
"POWERPC","POWERPC PPC4XX",21204
"POWERPC","POWERPC PPC74XX PPC7XX",2382
"SANDBOX","SANDBOX",2950
"SH","SH",8047
"SPARC","SPARC",9513
"SPI","SPI",14660
"TESTING","TESTING",0
"TQ GROUP","TQ GROUP",0
"UBI","UBI",15746
"USB","USB",64386
"VIDEO","VIDEO",24235
"X86","X86",7126
