"c_representative","c_section","c_size"
"ARC","ARC",3736
"ARM","ARM",440571
"ARM","ARM ALTERA SOCFPGA",4495
"ARM","ARM ATMEL AT91",9825
"ARM","ARM BROADCOM BCM283X",1789
"ARM","ARM FREESCALE IMX",69682
"ARM","ARM HISILICON",192
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X",10491
"ARM","ARM MARVELL PXA",4167
"ARM","ARM RENESAS RMOBILE/R-CAR",26378
"ARM","ARM ROCKCHIP",6549
"ARM","ARM SAMSUNG",21119
"ARM","ARM SNAPDRAGON",351
"ARM","ARM STI",99
"ARM","ARM STM SPEAR",1981
"ARM","ARM STM STV0991",734
"ARM","ARM SUNXI",6007
"ARM","ARM TEGRA",25956
"ARM","ARM TI",16564
"ARM","ARM UNIPHIER",21181
"ARM","ARM ZYNQMP",1052
"ARM","DRIVER MODEL",11285
"ARM","I2C",17177
"ARM","MMC",18064
"ARM","TI SYSTEM SECURITY",953
"ARM","VIDEO",43830
"ARM ZYNQ","ARM ZYNQ",0
"AVR32","AVR32",4330
"BLACKFIN","BLACKFIN",68495
"BUILDMAN","BUILDMAN",8968
"CFI FLASH","CFI FLASH",2974
"COLDFIRE","COLDFIRE",23271
"EFI PAYLOAD","EFI PAYLOAD",3815
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",11388
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",0
"MICROBLAZE","MICROBLAZE",2614
"MIPS","MIPS",17928
"NAND FLASH","NAND FLASH",32227
"NDS32","NDS32",3680
"NETWORK","NETWORK",101225
"NIOS","NIOS",3418
"ONENAND","ONENAND",3873
"OPENRISC","OPENRISC",2362
"PATMAN","PATMAN",3926
"POWER","POWER",12038
"POWERPC","POWERPC",100210
"POWERPC","POWERPC MPC5XXX",10684
"POWERPC","POWERPC MPC82XX",6811
"POWERPC","POWERPC MPC83XX",5530
"POWERPC","POWERPC MPC85XX",16838
"POWERPC","POWERPC MPC86XX",2781
"POWERPC","POWERPC MPC8XX",7559
"POWERPC","POWERPC PPC4XX",21034
"SANDBOX","SANDBOX",5017
"SH","SH",8578
"SPARC","SPARC",10522
"SPI","SPI",22609
"SPMI","SPMI",464
"TQ GROUP","TQ GROUP",0
"UBI","UBI",16365
"USB","DFU",30149
"USB","USB",88722
"X86","X86",61213
"XTENSA","XTENSA",5629
