"c_representative","c_section","c_size"
"ARC","ARC",3623
"ARM","ARM",400950
"ARM","ARM ATMEL AT91",9803
"ARM","ARM BROADCOM BCM283X",1674
"ARM","ARM FREESCALE IMX",61360
"ARM","ARM HISILICON",192
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X",9957
"ARM","ARM MARVELL PXA",4167
"ARM","ARM RENESAS RMOBILE/R-CAR",26371
"ARM","ARM ROCKCHIP",3245
"ARM","ARM SAMSUNG",21111
"ARM","ARM SNAPDRAGON",351
"ARM","ARM STM SPEAR",1981
"ARM","ARM STM STV0991",734
"ARM","ARM SUNXI",5968
"ARM","ARM TEGRA",25897
"ARM","ARM TI",29431
"ARM","ARM UNIPHIER",19760
"ARM","ARM ZYNQMP",932
"ARM","DRIVER MODEL",11101
"ARM","I2C",17011
"ARM","MMC",16694
"ARM","VIDEO",43832
"ARM ALTERA SOCFPGA","ARM ALTERA SOCFPGA",0
"ARM ZYNQ","ARM ZYNQ",0
"AVR32","AVR32",4330
"BLACKFIN","BLACKFIN",68497
"BUILDMAN","BUILDMAN",8892
"CFI FLASH","CFI FLASH",2974
"COLDFIRE","COLDFIRE",23283
"EFI PAYLOAD","EFI PAYLOAD",3661
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",10188
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",0
"MICROBLAZE","MICROBLAZE",2608
"MIPS","MIPS",17414
"NAND FLASH","NAND FLASH",31012
"NDS32","NDS32",3680
"NETWORK","NETWORK",98347
"NIOS","NIOS",3418
"ONENAND","ONENAND",3873
"OPENRISC","OPENRISC",2362
"PATMAN","PATMAN",3924
"POWERPC","POWERPC",99647
"POWERPC","POWERPC MPC5XXX",10679
"POWERPC","POWERPC MPC82XX",6818
"POWERPC","POWERPC MPC83XX",5497
"POWERPC","POWERPC MPC85XX",15668
"POWERPC","POWERPC MPC86XX",2756
"POWERPC","POWERPC MPC8XX",7671
"POWERPC","POWERPC PPC4XX",21034
"SANDBOX","SANDBOX",5018
"SH","SH",8834
"SPARC","SPARC",10522
"SPI","SPI",22919
"SPMI","SPMI",468
"TQ GROUP","TQ GROUP",0
"UBI","UBI",16365
"USB","DFU",29921
"USB","USB",88016
"X86","X86",60143
"XTENSA","XTENSA",5629
