"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1717
"ACPI","ACPI",209075
"ACPI","ACPI APEI",5883
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",116973
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3273
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1617
"ACPI","ACPI VIOT DRIVER",394
"ACPI","APPLE PCIE CONTROLLER DRIVER",882
"ACPI","BROADCOM BCM7XXX ARM ARCHITECTURE",14132
"ACPI","BROADCOM STB DPFE DRIVER",993
"ACPI","BROADCOM STB PCIE DRIVER",2241
"ACPI","COMPACTPCI HOTPLUG CORE",1042
"ACPI","COMPACTPCI HOTPLUG GENERIC DRIVER",207
"ACPI","COMPACTPCI HOTPLUG ZIATECH ZT5550 DRIVER",369
"ACPI","IBM Power PCI Hotplug Driver for RPA-compliant PPC64 platform",955
"ACPI","ISAPNP",1357
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2332
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",815
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",162
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26350
"ACPI","MARVELL OCTEON HOTPLUG DRIVER",427
"ACPI","MEDIATEK MT7621 PCIE CONTROLLER DRIVER",725
"ACPI","MHI BUS",13066
"ACPI","NTB AMD DRIVER",1589
"ACPI","NTB DRIVER CORE",26093
"ACPI","NTB INTEL DRIVER",3990
"ACPI","PCI DRIVER FOR AARDVARK (Marvell Armada 3700)",2059
"ACPI","PCI DRIVER FOR ALTERA PCIE IP",1190
"ACPI","PCI DRIVER FOR APPLIEDMICRO XGENE",700
"ACPI","PCI DRIVER FOR ARM VERSATILE PLATFORM",265
"ACPI","PCI DRIVER FOR ARMADA 8K",449
"ACPI","PCI DRIVER FOR CADENCE PCIE IP",2620
"ACPI","PCI DRIVER FOR FREESCALE LAYERSCAPE",716
"ACPI","PCI DRIVER FOR FU740",477
"ACPI","PCI DRIVER FOR GENERIC OF HOSTS",381
"ACPI","PCI DRIVER FOR IMX6",2754
"ACPI","PCI DRIVER FOR INTEL IXP4XX",772
"ACPI","PCI DRIVER FOR INTEL VOLUME MANAGEMENT DEVICE (VMD)",1151
"ACPI","PCI DRIVER FOR MICROSEMI SWITCHTEC",4388
"ACPI","PCI DRIVER FOR MOBIVEIL PCIE IP",1271
"ACPI","PCI DRIVER FOR MVEBU (Marvell Armada 370 and Armada XP SOC support)",1730
"ACPI","PCI DRIVER FOR NVIDIA TEGRA",3426
"ACPI","PCI DRIVER FOR NXP LAYERSCAPE GEN4 CONTROLLER",249
"ACPI","PCI DRIVER FOR PLDA PCIE IP",1009
"ACPI","PCI DRIVER FOR RENESAS R-CAR",3832
"ACPI","PCI DRIVER FOR SAMSUNG EXYNOS",396
"ACPI","PCI DRIVER FOR SYNOPSYS DESIGNWARE",6007
"ACPI","PCI DRIVER FOR TI DRA7XX/J721E",1820
"ACPI","PCI DRIVER FOR V3 SEMICONDUCTOR V360EPC",1007
"ACPI","PCI DRIVER FOR XILINX VERSAL CPM",823
"ACPI","PCI ENDPOINT SUBSYSTEM",11422
"ACPI","PCI MSI DRIVER FOR ALTERA MSI IP",352
"ACPI","PCI MSI DRIVER FOR APPLIEDMICRO XGENE",583
"ACPI","PCI NATIVE HOST BRIDGE AND ENDPOINT DRIVERS",83501
"ACPI","PCI PEER-TO-PEER DMA (P2PDMA)",1416
"ACPI","PCI POWER CONTROL",478
"ACPI","PCI SUBSYSTEM",201382
"ACPI","PCIE BANDWIDTH CONTROLLER",629
"ACPI","PCIE DRIVER FOR AMAZON ANNAPURNA LABS",436
"ACPI","PCIE DRIVER FOR AMLOGIC MESON",496
"ACPI","PCIE DRIVER FOR AXIS ARTPEC",576
"ACPI","PCIE DRIVER FOR CAVIUM THUNDERX",846
"ACPI","PCIE DRIVER FOR HISILICON",181
"ACPI","PCIE DRIVER FOR HISILICON KIRIN",948
"ACPI","PCIE DRIVER FOR HISILICON STB",520
"ACPI","PCIE DRIVER FOR INTEL KEEM BAY",650
"ACPI","PCIE DRIVER FOR INTEL LGM GW SOC",564
"ACPI","PCIE DRIVER FOR MEDIATEK",3445
"ACPI","PCIE DRIVER FOR MICROCHIP",931
"ACPI","PCIE DRIVER FOR QUALCOMM MSM",1973
"ACPI","PCIE DRIVER FOR ROCKCHIP",2917
"ACPI","PCIE DRIVER FOR SOCIONEXT UNIPHIER",1134
"ACPI","PCIE DRIVER FOR ST SPEAR13XX",263
"ACPI","PCIE DRIVER FOR STARFIVE JH71x0",619
"ACPI","PCIE ENDPOINT DRIVER FOR QUALCOMM",1376
"ACPI","PNP SUPPORT",9057
"ACPI","PSTORE FILESYSTEM",8015
"ACPI","VIRTIO PMEM DRIVER",323
"ACPI","XEN PCI SUBSYSTEM",1680
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ANDROID DRIVERS","ANDROID DRIVERS",11101
"ARM PORT","ALIBABA PMU DRIVER",928
"ARM PORT","AMLOGIC DDR PMU DRIVER",1162
"ARM PORT","APPLIED MICRO (APM) X-GENE SOC PMU",2116
"ARM PORT","ARM INTERCONNECT PMU DRIVERS",4003
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",112
"ARM PORT","ARM PMU PROFILING AND DEBUGGING",46957
"ARM PORT","ARM PORT",300937
"ARM PORT","ARM SUB-ARCHITECTURES",151268
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17208
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","BROADCOM BCM281XX/BCM11XXX/BCM216XX ARM ARCHITECTURE",12839
"ARM PORT","COMPUTE EXPRESS LINK PMU (CPMU)",1051
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","FREESCALE IMX DDR PMU DRIVER",1015
"ARM PORT","HISILICON HNS3 PMU DRIVER",1810
"ARM PORT","HISILICON PMU DRIVER",8232
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","MARVELL PEM PMU DRIVER",425
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6835
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1742
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3309
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14971
"ARM PORT","OMAP2+ SUPPORT",75202
"ARM PORT","PCMCIA SUBSYSTEM",22619
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27931
"ARM PORT","RISC-V PMU DRIVERS",2083
"ARM PORT","STARFIVE STARLINK PMU DRIVER",734
"ARM PORT","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",884
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5725
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27022
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8105
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",888
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56703
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14616
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18407
"BLOCK LAYER","AMD ADDRESS TRANSLATION LIBRARY (ATL)",4694
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3971
"BLOCK LAYER","BFQ I/O SCHEDULER",12678
"BLOCK LAYER","BLOCK LAYER",176282
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",363
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10554
"BLOCK LAYER","DRBD DRIVER",34260
"BLOCK LAYER","FIREWIRE SBP-2 TARGET",2556
"BLOCK LAYER","FLOPPY DRIVER",5036
"BLOCK LAYER","FPGA DFL DRIVERS",10060
"BLOCK LAYER","FPGA MANAGER FRAMEWORK",22639
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",872
"BLOCK LAYER","INTEL MAX10 BMC SECURE UPDATES",835
"BLOCK LAYER","Intel VIRTIO DATA PATH ACCELERATOR",1465
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","MARVELL OCTEON ENDPOINT VIRTIO DATA PATH ACCELERATOR",1566
"BLOCK LAYER","MELLANOX MLX5 VDPA DRIVER",5920
"BLOCK LAYER","MICROCHIP POLARFIRE FPGA DRIVERS",457
"BLOCK LAYER","MICROSOFT SURFACE AGGREGATOR TABLET-MODE SWITCH",645
"BLOCK LAYER","MICROSOFT SURFACE DTX DRIVER",2146
"BLOCK LAYER","MICROSOFT SURFACE GPE LID SUPPORT DRIVER",352
"BLOCK LAYER","MICROSOFT SURFACE HARDWARE PLATFORM SUPPORT",16478
"BLOCK LAYER","MICROSOFT SURFACE HOT-PLUG DRIVER",273
"BLOCK LAYER","MICROSOFT SURFACE PLATFORM PROFILE DRIVER",257
"BLOCK LAYER","MICROSOFT SURFACE PRO 3 BUTTON DRIVER",265
"BLOCK LAYER","MICROSOFT SURFACE SYSTEM AGGREGATOR HUB DRIVER",371
"BLOCK LAYER","MICROSOFT SURFACE SYSTEM AGGREGATOR SUBSYSTEM",17071
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2976
"BLOCK LAYER","OP-TEE DRIVER",6736
"BLOCK LAYER","PDS DSC VIRTIO DATA PATH ACCELERATOR",1589
"BLOCK LAYER","PKTCDVD DRIVER",3216
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7720
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",574
"BLOCK LAYER","RAS FRU MEMORY POISON MANAGER (FMPM)",1041
"BLOCK LAYER","RAS INFRASTRUCTURE",8322
"BLOCK LAYER","RNBD BLOCK DRIVERS",4539
"BLOCK LAYER","SCSI TARGET CORE USER DRIVER",3986
"BLOCK LAYER","SCSI TARGET SUBSYSTEM",67611
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4162
"BLOCK LAYER","SNET DPU VIRTIO DATA PATH ACCELERATOR",1877
"BLOCK LAYER","TEE SUBSYSTEM",12266
"BLOCK LAYER","TRUSTED SERVICES TEE DRIVER",657
"BLOCK LAYER","VIRTIO BALLOON",1792
"BLOCK LAYER","VIRTIO BLOCK AND SCSI DRIVERS",3318
"BLOCK LAYER","VIRTIO CORE AND NET DRIVERS",64975
"BLOCK LAYER","VIRTIO CRYPTO DRIVER",2840
"BLOCK LAYER","VIRTIO INPUT DRIVER",490
"BLOCK LAYER","VIRTIO MEM DRIVER",3372
"BLOCK LAYER","VIRTIO RTC DRIVER",2398
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5794
"BLOCK LAYER","XEN HYPERVISOR INTERFACE",54653
"BLOCK LAYER","XEN PVSCSI DRIVERS",3466
"BLOCK LAYER","XEN SWIOTLB SUBSYSTEM",478
"BLOCK LAYER","ZONED LOOP DEVICE",1554
