"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",228
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1727
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",110
"ARM PORT","ARM PORT",289693
"ARM PORT","ARM SUB-ARCHITECTURES",151183
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",572
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17251
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2556
"ARM PORT","BROADCOM BCM281XX/BCM11XXX/BCM216XX ARM ARCHITECTURE",12829
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",753
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6842
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1728
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3118
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14958
"ARM PORT","OMAP2+ SUPPORT",75303
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27611
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5752
"ARM PORT","XEN HYPERVISOR ARM",1162
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27010
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8267
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",887
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56970
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14615
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18303
"BCACHEFS","BCACHEFS",0
"BLOCK LAYER","AMD ADDRESS TRANSLATION LIBRARY (ATL)",4699
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3964
"BLOCK LAYER","BFQ I/O SCHEDULER",12655
"BLOCK LAYER","BLOCK LAYER",184471
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",473
"BLOCK LAYER","COMMON INTERNET FILE SYSTEM CLIENT (CIFS and SMB3)",81826
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10664
"BLOCK LAYER","DPLL SUBSYSTEM",12571
"BLOCK LAYER","DRBD DRIVER",35860
"BLOCK LAYER","FIREWIRE SBP-2 TARGET",2556
"BLOCK LAYER","FLOPPY DRIVER",5027
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",871
"BLOCK LAYER","Intel VIRTIO DATA PATH ACCELERATOR",1473
"BLOCK LAYER","KERNEL SMB3 SERVER (KSMBD)",36777
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","MARVELL OCTEON ENDPOINT VIRTIO DATA PATH ACCELERATOR",1682
"BLOCK LAYER","MELLANOX MLX5 VDPA DRIVER",5940
"BLOCK LAYER","MICROCHIP ZL3073X DRIVER",7559
"BLOCK LAYER","MICROSOFT SURFACE AGGREGATOR TABLET-MODE SWITCH",645
"BLOCK LAYER","MICROSOFT SURFACE DTX DRIVER",2146
"BLOCK LAYER","MICROSOFT SURFACE GPE LID SUPPORT DRIVER",352
"BLOCK LAYER","MICROSOFT SURFACE HARDWARE PLATFORM SUPPORT",16509
"BLOCK LAYER","MICROSOFT SURFACE HOT-PLUG DRIVER",273
"BLOCK LAYER","MICROSOFT SURFACE PLATFORM PROFILE DRIVER",257
"BLOCK LAYER","MICROSOFT SURFACE PRO 3 BUTTON DRIVER",277
"BLOCK LAYER","MICROSOFT SURFACE SYSTEM AGGREGATOR HUB DRIVER",371
