"c_representative","c_section","c_size"
"AMD IOMMU","AMD IOMMU",6348
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE",63135
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","LIVEPATCH",5854
"Continuous Integration (CI)","Continuous Integration (CI)",617
"CPU POOLS","CPU POOLS",818
"DEVICE TREE","DEVICE TREE",6725
"INTEL(R) VT FOR DIRECTED I/O (VT-D)","INTEL(R) VT FOR DIRECTED I/O (VT-D)",7372
"IOMMU VENDOR INDEPENDENT CODE","IOMMU VENDOR INDEPENDENT CODE",3898
"KCONFIG","KCONFIG",24787
"MINI-OS","MINI-OS",10
"OVMF UPSTREAM","OVMF UPSTREAM",0
"PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS","PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS",6655
"QEMU UPSTREAM","QEMU UPSTREAM",0
"QEMU-DM","QEMU-DM",0
"SCHEDULING","ARINC653 SCHEDULER",836
"SCHEDULING","RTDS SCHEDULER",1573
"SCHEDULING","SCHEDULING",11625
"SEABIOS UPSTREAM","SEABIOS UPSTREAM",0
"STUB DOMAINS","STUB DOMAINS",34380
"STUB DOMAINS","VTPM",12796
"TOOLSTACK","BLKTAP2",40251
"TOOLSTACK","GDBSX DEBUGGER",2889
"TOOLSTACK","KDD DEBUGGER",2222
"TOOLSTACK","OCAML TOOLS",12411
"TOOLSTACK","PYTHON BINDINGS",7492
"TOOLSTACK","REMUS",1154
"TOOLSTACK","TOOLSTACK",350802
"TOOLSTACK","XENTRACE",15245
"TOOLSTACK","XSM/FLASK",16660
"TRANSCENDENT MEMORY (TMEM)","TRANSCENDENT MEMORY (TMEM)",4148
"UNMODIFIED LINUX PV DRIVERS","UNMODIFIED LINUX PV DRIVERS",1775
"USB PV DRIVERS","USB PV DRIVERS",0
"X86 ARCHITECTURE","ACPI",21308
"X86 ARCHITECTURE","AMD SVM",6560
"X86 ARCHITECTURE","EFI",6771
"X86 ARCHITECTURE","INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT)",719
"X86 ARCHITECTURE","INTEL(R) VT FOR X86 (VT-X)",13662
"X86 ARCHITECTURE","KEXEC",410
"X86 ARCHITECTURE","POWER MANAGEMENT",5605
"X86 ARCHITECTURE","VM EVENT, MEM ACCESS and MONITOR",5163
"X86 ARCHITECTURE","X86 ARCHITECTURE",227260
"X86 ARCHITECTURE","X86 I/O EMULATION",5619
"X86 ARCHITECTURE","X86 MEMORY MANAGEMENT",22793
"X86 ARCHITECTURE","X86 MEMORY PAGING",87
"X86 ARCHITECTURE","X86 MEMORY SHARING",3978
"X86 ARCHITECTURE","X86 SHADOW PAGETABLES",10428
"X86 ARCHITECTURE","X86 VIRIDIAN ENLIGHTENMENTS",1273
