"c_representative","c_section","c_size"
"Devices - IDE","Devices - IDE",9549
"Devices - PCI","Devices - PCI",11242
"Devices - USB","Devices - USB",30787
"Devices - VFIO","Devices - VFIO",3751
"Devices - Xilinx EDK","ARM Machines - Xilinx Zynq",3795
"Devices - Xilinx EDK","Devices - SSI",2751
"Devices - Xilinx EDK","Devices - Xilinx EDK",4211
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",8001
"Guest CPU cores (TCG): - ARM","ARM Machines - Calxeda Highbank",822
"Guest CPU cores (TCG): - ARM","ARM Machines - Exynos",7439
"Guest CPU cores (TCG): - ARM","ARM Machines - Gumstix",142
"Guest CPU cores (TCG): - ARM","ARM Machines - i.MX31",2338
"Guest CPU cores (TCG): - ARM","ARM Machines - Integrator CP",581
"Guest CPU cores (TCG): - ARM","ARM Machines - Mainstone",201
"Guest CPU cores (TCG): - ARM","ARM Machines - Musicpal",1766
"Guest CPU cores (TCG): - ARM","ARM Machines - nSeries",1415
"Guest CPU cores (TCG): - ARM","ARM Machines - Palm",282
"Guest CPU cores (TCG): - ARM","ARM Machines - Real View",404
"Guest CPU cores (TCG): - ARM","ARM Machines - Spitz",1141
"Guest CPU cores (TCG): - ARM","ARM Machines - Stellaris",1978
"Guest CPU cores (TCG): - ARM","ARM Machines - Versatile PB",1054
"Guest CPU cores (TCG): - ARM","Devices - OMAP",17120
"Guest CPU cores (TCG): - ARM","Guest CPU Cores (KVM): - ARM",655
"Guest CPU cores (TCG): - ARM","Guest CPU cores (TCG): - ARM",45701
"Guest CPU cores (TCG): - CRIS","CRIS Machines - Axis Dev88",2606
"Guest CPU cores (TCG): - CRIS","Guest CPU cores (TCG): - CRIS",8180
"Guest CPU cores (TCG): - LM32","Guest CPU cores (TCG): - LM32",3607
"Guest CPU cores (TCG): - LM32","LM32 Machines - EVR32 and uclinux BSP",307
"Guest CPU cores (TCG): - LM32","LM32 Machines - milkymist",219
"Guest CPU cores (TCG): - M68K","Guest CPU cores (TCG): - M68K",6630
"Guest CPU cores (TCG): - M68K","M68K Machines - an5206",103
"Guest CPU cores (TCG): - M68K","M68K Machines - dummy_m68k",83
"Guest CPU cores (TCG): - M68K","M68K Machines - mcf5208",309
"Guest CPU cores (TCG): - MicroBlaze","Guest CPU cores (TCG): - MicroBlaze",4624
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_ml605",198
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_s3adsp1800",128
"Guest CPU cores (TCG): - MIPS","Guest CPU cores (TCG): - MIPS",31368
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Jazz",369
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Malta",1172
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Mipssim",244
"Guest CPU cores (TCG): - MIPS","MIPS Machines - R4000",316
"Guest CPU cores (TCG): - Moxie","Guest CPU cores (TCG): - Moxie",1530
"Guest CPU cores (TCG): - OpenRISC","Guest CPU cores (TCG): - OpenRISC",4241
"Guest CPU cores (TCG): - OpenRISC","OpenRISC Machines - or1k-sim",148
"Guest CPU cores (TCG): - PowerPC","Devices - LSI53C895A",2174
"Guest CPU cores (TCG): - PowerPC","Devices - ppc4xx",4655
"Guest CPU cores (TCG): - PowerPC","Devices - ppce500",926
"Guest CPU cores (TCG): - PowerPC","Devices - SCSI",16360
"Guest CPU cores (TCG): - PowerPC","Devices - vhost",1693
"Guest CPU cores (TCG): - PowerPC","Guest CPU cores (TCG): - PowerPC",50832
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - 405",665
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - Bamboo",307
