"c_representative","c_section","c_size"
"Devices - IDE","Devices - IDE",9622
"Devices - SCSI","Devices - LSI53C895A",2173
"Devices - SCSI","Devices - megasas",3547
"Devices - SCSI","Devices - SCSI",16746
"Devices - SCSI","Devices - vhost",2272
"Devices - USB","Devices - USB",32899
"Devices - VFIO","Devices - VFIO",4448
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",7392
"Guest CPU cores (TCG): - ARM","ARM Machines - Allwinner-a10",861
"Guest CPU cores (TCG): - ARM","ARM Machines - Calxeda Highbank",834
"Guest CPU cores (TCG): - ARM","ARM Machines - Canon DIGIC",676
"Guest CPU cores (TCG): - ARM","ARM Machines - Exynos",7432
"Guest CPU cores (TCG): - ARM","ARM Machines - Gumstix",142
"Guest CPU cores (TCG): - ARM","ARM Machines - i.MX31",2334
"Guest CPU cores (TCG): - ARM","ARM Machines - Integrator CP",587
"Guest CPU cores (TCG): - ARM","ARM Machines - Mainstone",201
"Guest CPU cores (TCG): - ARM","ARM Machines - Musicpal",1758
"Guest CPU cores (TCG): - ARM","ARM Machines - nSeries",1433
"Guest CPU cores (TCG): - ARM","ARM Machines - Palm",282
"Guest CPU cores (TCG): - ARM","ARM Machines - Real View",423
"Guest CPU cores (TCG): - ARM","ARM Machines - Spitz",1146
"Guest CPU cores (TCG): - ARM","ARM Machines - Stellaris",2030
"Guest CPU cores (TCG): - ARM","ARM Machines - Versatile PB",1059
"Guest CPU cores (TCG): - ARM","ARM Machines - Xilinx Zynq",3827
"Guest CPU cores (TCG): - ARM","Devices - OMAP",17139
"Guest CPU cores (TCG): - ARM","Devices - SSI",2746
"Guest CPU cores (TCG): - ARM","Devices - Xilinx EDK",4166
"Guest CPU cores (TCG): - ARM","Guest CPU cores (TCG): - ARM",63412
"Guest CPU cores (TCG): - CRIS","CRIS Machines - Axis Dev88",2611
"Guest CPU cores (TCG): - CRIS","Guest CPU cores (TCG): - CRIS",8102
"Guest CPU cores (TCG): - LM32","Guest CPU cores (TCG): - LM32",4137
"Guest CPU cores (TCG): - LM32","LM32 Machines - EVR32 and uclinux BSP",317
"Guest CPU cores (TCG): - LM32","LM32 Machines - milkymist",224
"Guest CPU cores (TCG): - M68K","Guest CPU cores (TCG): - M68K",6620
"Guest CPU cores (TCG): - M68K","M68K Machines - an5206",103
