"c_representative","c_section","c_size"
"ARC","ARC",3624
"ARM","ARM",381236
"ARM","ARM ATMEL AT91",9764
"ARM","ARM BROADCOM BCM283X",1675
"ARM","ARM FREESCALE IMX",59282
"ARM","ARM HISILICON",192
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X",9548
"ARM","ARM MARVELL PXA",4167
"ARM","ARM RENESAS RMOBILE/R-CAR",26371
"ARM","ARM ROCKCHIP",2760
"ARM","ARM SAMSUNG",21102
"ARM","ARM SNAPDRAGON",351
"ARM","ARM STM SPEAR",1981
"ARM","ARM STM STV0991",734
"ARM","ARM SUNXI",5482
"ARM","ARM TEGRA",25460
"ARM","ARM TI",29037
"ARM","ARM UNIPHIER",18366
"ARM","ARM ZYNQMP",818
"ARM","I2C",16902
"ARM","MMC",16708
"ARM ALTERA SOCFPGA","ARM ALTERA SOCFPGA",0
"ARM ZYNQ","ARM ZYNQ",0
"AVR32","AVR32",4331
"BLACKFIN","BLACKFIN",68502
"BUILDMAN","BUILDMAN",8870
"CFI FLASH","CFI FLASH",2974
"COLDFIRE","COLDFIRE",23314
"DRIVER MODEL","DRIVER MODEL",11049
"EFI PAYLOAD","EFI PAYLOAD",3396
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",10030
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",0
"MICROBLAZE","MICROBLAZE",2609
"MIPS","MIPS",16584
"NAND FLASH","NAND FLASH",31005
"NDS32","NDS32",3677
"NETWORK","NETWORK",96486
"NIOS","NIOS",3419
"ONENAND","ONENAND",3873
"OPENRISC","OPENRISC",2363
"PATMAN","PATMAN",3620
"POWERPC","POWERPC",99450
"POWERPC","POWERPC MPC5XXX",10685
"POWERPC","POWERPC MPC82XX",6818
"POWERPC","POWERPC MPC83XX",5504
"POWERPC","POWERPC MPC85XX",15492
"POWERPC","POWERPC MPC86XX",2727
"POWERPC","POWERPC MPC8XX",7671
"POWERPC","POWERPC PPC4XX",21027
"SANDBOX","SANDBOX",5023
"SH","SH",8835
"SPARC","SPARC",10523
"SPI","SPI",22461
"SPMI","SPMI",468
"TQ GROUP","TQ GROUP",0
"UBI","UBI",16267
"USB","DFU",29893
"USB","USB",87596
"VIDEO","VIDEO",44481
"X86","X86",61418
"XTENSA","XTENSA",5633
