from,to,lines,size
ARM Machines - ARM ACPI Subsystem,ARM Machines - ARM ACPI Subsystem,771,27479
ARM Machines - ARM ACPI Subsystem,Devices - ACPI/SMBIOS,771,27479
ARM Machines - ARM ACPI Subsystem,Guest CPU cores (TCG): - ARM,725,26226
ARM Machines - ARM PrimeCell,ARM Machines - ARM PrimeCell,5039,141248
ARM Machines - ARM PrimeCell,Devices - Character devices,342,8878
ARM Machines - ARM cores,ARM Machines - ARM cores,5288,164975
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-a10,1583,47371
ARM Machines - Allwinner-a10,Devices - Network devices,533,15534
ARM Machines - Allwinner-a10,Guest CPU cores (TCG): - ARM,221,7206
ARM Machines - Calxeda Highbank,ARM Machines - Calxeda Highbank,907,30234
ARM Machines - Calxeda Highbank,Devices - Network devices,432,14791
ARM Machines - Calxeda Highbank,Guest CPU cores (TCG): - ARM,475,15443
ARM Machines - Canon DIGIC,ARM Machines - Canon DIGIC,680,18538
ARM Machines - Canon DIGIC,Devices - Character devices,197,4975
ARM Machines - Canon DIGIC,Guest CPU cores (TCG): - ARM,278,8145
ARM Machines - Exynos,ARM Machines - Exynos,7459,245667
ARM Machines - Exynos,Devices - Character devices,674,19618
ARM Machines - Exynos,Guest CPU cores (TCG): - ARM,566,20146
ARM Machines - Gumstix,ARM Machines - Gumstix,158,4383
ARM Machines - Gumstix,Guest CPU cores (TCG): - ARM,158,4383
ARM Machines - Integrator CP,ARM Machines - Integrator CP,679,19985
ARM Machines - Integrator CP,Guest CPU cores (TCG): - ARM,679,19985
ARM Machines - Musicpal,ARM Machines - Musicpal,1747,48973
ARM Machines - Musicpal,Guest CPU cores (TCG): - ARM,1747,48973
ARM Machines - PXA2XX,ARM Machines - PXA2XX,8885,257435
ARM Machines - PXA2XX,Guest CPU cores (TCG): - ARM,5101,151414
ARM Machines - Palm,ARM Machines - Palm,278,9412
ARM Machines - Palm,Guest CPU cores (TCG): - ARM,278,9412
ARM Machines - Real View,ARM Machines - Real View,586,18304
ARM Machines - Real View,Guest CPU cores (TCG): - ARM,471,15177
ARM Machines - Stellaris,ARM Machines - Stellaris,2063,58756
ARM Machines - Stellaris,Devices - Network devices,503,14541
ARM Machines - Stellaris,Guest CPU cores (TCG): - ARM,1473,42015
ARM Machines - Versatile PB,ARM Machines - Versatile PB,1114,34237
ARM Machines - Versatile PB,Guest CPU cores (TCG): - ARM,453,13737
ARM Machines - Xilinx Zynq,ARM Machines - Xilinx Zynq,3825,116540
ARM Machines - Xilinx Zynq,Devices - Character devices,536,15071
ARM Machines - Xilinx Zynq,Devices - Network devices,1254,42121
ARM Machines - Xilinx Zynq,Devices - Xilinx EDK,1086,34388
ARM Machines - Xilinx Zynq,Devices - Xilinx SPI,771,23871
ARM Machines - Xilinx Zynq,Guest CPU cores (TCG): - ARM,315,10517
ARM Machines - Xilinx ZynqMP,ARM Machines - Xilinx ZynqMP,475,16043
ARM Machines - Xilinx ZynqMP,Guest CPU cores (TCG): - ARM,400,13670
ARM Machines - i.MX31,ARM Machines - i.MX31,3494,97250
ARM Machines - i.MX31,Devices - Character devices,366,9548
ARM Machines - i.MX31,Devices - Network devices,709,19299
ARM Machines - i.MX31,Guest CPU cores (TCG): - ARM,302,10718
ARM Machines - nSeries,ARM Machines - nSeries,1452,44017
ARM Machines - nSeries,Guest CPU cores (TCG): - ARM,1452,44017
Block drivers - ARCHIPELAGO,Block drivers - ARCHIPELAGO,1084,31819
Block drivers - ARCHIPELAGO,Subsystems - Block layer core,1084,31819
Block drivers - Bootdevice,Block drivers - Bootdevice,341,9386
Block drivers - CURL,Block drivers - CURL,827,23956
Block drivers - CURL,Subsystems - Block layer core,827,23956
Block drivers - GLUSTER,Block drivers - GLUSTER,813,22471
Block drivers - GLUSTER,Subsystems - Block layer core,813,22471
Block drivers - Image format fuzzer,Block drivers - Image format fuzzer,1417,54531
Block drivers - NFS,Block drivers - NFS,549,15422
Block drivers - NFS,Subsystems - Block layer core,549,15422
Block drivers - Null Block Driver,Block drivers - Null Block Driver,222,6114
Block drivers - Null Block Driver,Subsystems - Block layer core,222,6114
Block drivers - Quorum,Block drivers - Quorum,1070,31232
Block drivers - Quorum,Subsystems - Block layer core,1070,31232
