from,to,lines,size
ARM Machines - ARM ACPI Subsystem,ARM Machines - ARM ACPI Subsystem,1158,43764
ARM Machines - ARM ACPI Subsystem,ARM Machines - Virt,1158,43764
ARM Machines - ARM ACPI Subsystem,Devices - ACPI/SMBIOS,1158,43764
ARM Machines - ARM ACPI Subsystem,General Project Administration - All patches CC here,1158,43764
ARM Machines - ARM ACPI Subsystem,Guest CPU cores (TCG) - ARM TCG CPUs,1158,43764
ARM Machines - ARM PrimeCell and CMSDK devices,ARM Machines - ARM PrimeCell and CMSDK devices,9963,286801
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - Character devices,860,24027
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - SSI,316,9001
ARM Machines - ARM PrimeCell and CMSDK devices,General Project Administration - All patches CC here,9963,286801
ARM Machines - ARM PrimeCell and CMSDK devices,Subsystems - qtest,336,10290
ARM Machines - ARM cores,ARM Machines - ARM cores,19290,614416
ARM Machines - ARM cores,ARM Machines - MPS2,236,8194
ARM Machines - ARM cores,General Project Administration - All patches CC here,19290,614416
ARM Machines - ARM cores,Subsystems - qtest,1090,29231
ARM Machines - ASPEED BMCs,ARM Machines - ASPEED BMCs,15782,506326
ARM Machines - ASPEED BMCs,ARM Machines - STM32F205,427,14406
ARM Machines - ASPEED BMCs,Devices - Network devices,1438,44263
ARM Machines - ASPEED BMCs,Devices - SSI,1714,56581
ARM Machines - ASPEED BMCs,General Project Administration - All patches CC here,15782,506326
ARM Machines - ASPEED BMCs,Guest CPU cores (TCG) - ARM TCG CPUs,2479,93773
ARM Machines - ASPEED BMCs,Subsystems - qtest,851,26264
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-a10,6426,207618
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-h3,1593,54721
ARM Machines - Allwinner-a10,Devices - Network devices,1714,54637
ARM Machines - Allwinner-a10,General Project Administration - All patches CC here,6426,207618
ARM Machines - Allwinner-a10,Guest CPU cores (TCG) - ARM TCG CPUs,761,29148
ARM Machines - Allwinner-h3,ARM Machines - Allwinner-h3,1980,68538
ARM Machines - Allwinner-h3,General Project Administration - All patches CC here,1980,68538
