filename,lines,sections
.exrc,7,
.gitignore,112,
.gitmodules,27,
.mailmap,17,
.travis.yml,71,
CODING_STYLE,86,
COPYING,339,
COPYING.LIB,504,
Changelog,580,
HACKING,159,
LICENSE,21,
MAINTAINERS,905,
Makefile,511,
Makefile.objs,127,
Makefile.target,195,
README,3,
VERSION,1,
aio-posix.c,247,"""Hosts: - POSIX"""
aio-win32.c,228,"""Hosts: - W32, W64"""
arch_init.c,1225,
async.c,277,
audio/Makefile.objs,17,"""Subsystems - Audio"""
audio/alsaaudio.c,1260,"""Subsystems - Audio"""
audio/audio.c,2093,"""Subsystems - Audio"""
audio/audio.h,166,"""Subsystems - Audio"""
audio/audio_int.h,263,"""Subsystems - Audio"""
audio/audio_pt_int.c,173,"""Subsystems - Audio"""
audio/audio_pt_int.h,22,"""Subsystems - Audio"""
audio/audio_template.h,562,"""Subsystems - Audio"""
audio/audio_win_int.c,107,"""Subsystems - Audio"""
audio/audio_win_int.h,10,"""Subsystems - Audio"""
audio/coreaudio.c,549,"""Subsystems - Audio"""
audio/dsound_template.h,293,"""Subsystems - Audio"""
audio/dsoundaudio.c,1030,"""Subsystems - Audio"""
audio/esdaudio.c,557,"""Subsystems - Audio"""
audio/fmodaudio.c,685,"""Subsystems - Audio"""
audio/mixeng.c,366,"""Subsystems - Audio"""
audio/mixeng.h,51,"""Subsystems - Audio"""
audio/mixeng_template.h,154,"""Subsystems - Audio"""
audio/noaudio.c,173,"""Subsystems - Audio"""
audio/ossaudio.c,944,"""Subsystems - Audio"""
audio/paaudio.c,942,"""Subsystems - Audio"""
audio/rate_template.h,111,"""Subsystems - Audio"""
audio/sdlaudio.c,458,"""Subsystems - Audio"""
audio/spiceaudio.c,386,"""Subsystems - Audio"",""Subsystems - SPICE"""
audio/wavaudio.c,288,"""Subsystems - Audio"""
audio/wavcapture.c,194,"""Subsystems - Audio"""
audio/winwaveaudio.c,717,"""Subsystems - Audio"""
backends/Makefile.objs,8,
backends/baum.c,631,
backends/msmouse.c,85,
backends/rng-egd.c,231,
backends/rng-random.c,163,
backends/rng.c,93,
backends/tpm.c,190,
balloon.c,132,
block-migration.c,848,"""Subsystems - Block"""
block.c,4686,"""Subsystems - Block"""
block/Makefile.objs,26,"""Subsystems - Block"""
block/backup.c,386,"""Subsystems - Block"""
block/blkdebug.c,651,"""Subsystems - Block"""
block/blkverify.c,428,"""Subsystems - Block"""
block/bochs.c,252,"""Subsystems - Block"""
block/cloop.c,205,"""Subsystems - Block"""
block/commit.c,258,"""Subsystems - Block"""
block/cow.c,403,"""Subsystems - Block"""
block/curl.c,683,"""Subsystems - Block"""
block/dmg.c,392,"""Subsystems - Block"""
block/gluster.c,702,"""Subsystems - Block"""
block/iscsi.c,1581,"""Block drivers - iSCSI"",""Subsystems - Block"""
block/linux-aio.c,202,"""Subsystems - Block"""
block/mirror.c,585,"""Subsystems - Block"""
block/nbd.c,691,"""Subsystems - Block"",""Subsystems - Network Block Device (NBD)"""
block/parallels.c,178,"""Subsystems - Block"""
block/qapi.c,620,"""Subsystems - Block"""
block/qcow.c,928,"""Subsystems - Block"""
block/qcow2-cache.c,356,"""Subsystems - Block"""
block/qcow2-cluster.c,1762,"""Subsystems - Block"""
block/qcow2-refcount.c,1800,"""Subsystems - Block"""
block/qcow2-snapshot.c,718,"""Subsystems - Block"""
block/qcow2.c,2275,"""Subsystems - Block"""
block/qcow2.h,514,"""Subsystems - Block"""
block/qed-check.c,248,"""Subsystems - Block"""
block/qed-cluster.c,165,"""Subsystems - Block"""
block/qed-gencb.c,32,"""Subsystems - Block"""
