filename,lines,sections
.gitignore,78,
.gitmodules,21,
CODING_STYLE,85,
COPYING,339,
COPYING.LIB,504,
Changelog,580,
HACKING,122,
LICENSE,18,
MAINTAINERS,556,
Makefile,390,
Makefile.dis,23,
Makefile.hw,25,
Makefile.objs,429,
Makefile.target,450,
Makefile.user,25,
QMP/README,88,
QMP/qmp-events.txt,266,
QMP/qmp-shell,259,
QMP/qmp-spec.txt,272,
QMP/qmp.py,157,
README,3,
TODO,37,
VERSION,1,
a.out.h,430,
acl.c,184,
acl.h,74,
aes.c,1314,
aes.h,26,
aio.c,230,
alpha-dis.c,1916,
alpha.ld,127,
arch_init.c,737,
arch_init.h,35,
arm-dis.c,4136,
arm-semi.c,509,
arm.ld,153,
async.c,142,
audio/alsaaudio.c,1260,"""Subsystems - Audio"""
audio/audio.c,2066,"""Subsystems - Audio"""
audio/audio.h,166,"""Subsystems - Audio"""
audio/audio_int.h,282,"""Subsystems - Audio"""
audio/audio_pt_int.c,173,"""Subsystems - Audio"""
audio/audio_pt_int.h,22,"""Subsystems - Audio"""
audio/audio_template.h,560,"""Subsystems - Audio"""
audio/audio_win_int.c,108,"""Subsystems - Audio"""
audio/audio_win_int.h,10,"""Subsystems - Audio"""
audio/coreaudio.c,549,"""Subsystems - Audio"""
audio/dsound_template.h,293,"""Subsystems - Audio"""
audio/dsoundaudio.c,1030,"""Subsystems - Audio"""
audio/esdaudio.c,557,"""Subsystems - Audio"""
audio/fmodaudio.c,687,"""Subsystems - Audio"""
audio/mixeng.c,360,"""Subsystems - Audio"""
audio/mixeng.h,51,"""Subsystems - Audio"""
audio/mixeng_template.h,152,"""Subsystems - Audio"""
audio/noaudio.c,173,"""Subsystems - Audio"""
audio/ossaudio.c,944,"""Subsystems - Audio"""
audio/paaudio.c,525,"""Subsystems - Audio"""
audio/rate_template.h,111,"""Subsystems - Audio"""
audio/sdlaudio.c,458,"""Subsystems - Audio"""
audio/spiceaudio.c,345,"""Subsystems - Audio"",""Subsystems - SPICE"""
audio/wavaudio.c,288,"""Subsystems - Audio"""
audio/wavcapture.c,194,"""Subsystems - Audio"""
audio/winwaveaudio.c,723,"""Subsystems - Audio"""
balloon.c,130,
balloon.h,30,
bitmap.c,256,
bitmap.h,222,
bitops.c,142,
bitops.h,272,
block-migration.c,738,"""Subsystems - Block"""
block-migration.h,23,"""Subsystems - Block"""
block.c,3274,"""Subsystems - Block"""
block.h,414,"""Subsystems - Block"""
block/blkdebug.c,465,"""Subsystems - Block"""
block/blkverify.c,374,"""Subsystems - Block"""
block/bochs.c,243,"""Subsystems - Block"""
block/cloop.c,195,"""Subsystems - Block"""
block/cow.c,350,"""Subsystems - Block"""
block/curl.c,630,"""Subsystems - Block"""
block/dmg.c,325,"""Subsystems - Block"""
block/iscsi.c,591,"""Subsystems - Block"""
block/nbd.c,297,"""Subsystems - Block"""
block/parallels.c,170,"""Subsystems - Block"""
block/qcow.c,850,"""Subsystems - Block"""
block/qcow2-cache.c,326,"""Subsystems - Block"""
block/qcow2-cluster.c,978,"""Subsystems - Block"""
block/qcow2-refcount.c,1167,"""Subsystems - Block"""
block/qcow2-snapshot.c,466,"""Subsystems - Block"""
block/qcow2.c,1281,"""Subsystems - Block"""
block/qcow2.h,246,"""Subsystems - Block"""
block/qed-check.c,211,"""Subsystems - Block"""
block/qed-cluster.c,165,"""Subsystems - Block"""
block/qed-gencb.c,32,"""Subsystems - Block"""
block/qed-l2-cache.c,173,"""Subsystems - Block"""
block/qed-table.c,305,"""Subsystems - Block"""
block/qed.c,1495,"""Subsystems - Block"""
block/qed.h,334,"""Subsystems - Block"""
block/raw-posix-aio.h,43,"""Subsystems - Block"""
block/raw-posix.c,1276,"""Subsystems - Block"""
block/raw-win32.c,431,"""Subsystems - Block"""
block/raw.c,141,"""Subsystems - Block"""
block/rbd.c,873,"""Subsystems - Block"""
block/sheepdog.c,2119,"""Subsystems - Block"""
block/vdi.c,1004,"""Subsystems - Block"""
block/vmdk.c,1596,"""Subsystems - Block"""
block/vpc.c,686,"""Subsystems - Block"""
block/vvfat.c,2873,"""Subsystems - Block"""
block_int.h,246,"""Subsystems - Block"""
blockdev.c,780,"""Subsystems - Block"""
blockdev.h,69,"""Subsystems - Block"""
bsd-user/bsd-mman.h,121,"""Usermode Emulation - BSD user"""
bsd-user/bsdload.c,202,"""Usermode Emulation - BSD user"""
bsd-user/elfload.c,1577,"""Usermode Emulation - BSD user"""
bsd-user/errno_defs.h,149,"""Usermode Emulation - BSD user"""
bsd-user/freebsd/strace.list,171,"""Usermode Emulation - BSD user"""
bsd-user/freebsd/syscall_nr.h,373,"""Usermode Emulation - BSD user"""
bsd-user/i386/syscall.h,161,"""Usermode Emulation - BSD user"""
bsd-user/i386/target_signal.h,20,"""Usermode Emulation - BSD user"""
bsd-user/main.c,1144,"""Usermode Emulation - BSD user"""
bsd-user/mmap.c,559,"""Usermode Emulation - BSD user"""
bsd-user/netbsd/strace.list,145,"""Usermode Emulation - BSD user"""
bsd-user/netbsd/syscall_nr.h,373,"""Usermode Emulation - BSD user"""
bsd-user/openbsd/strace.list,187,"""Usermode Emulation - BSD user"""
bsd-user/openbsd/syscall_nr.h,225,"""Usermode Emulation - BSD user"""
bsd-user/qemu-types.h,24,"""Usermode Emulation - BSD user"""
bsd-user/qemu.h,394,"""Usermode Emulation - BSD user"""
bsd-user/signal.c,38,"""Usermode Emulation - BSD user"""
bsd-user/sparc/syscall.h,9,"""Usermode Emulation - BSD user"""
bsd-user/sparc/target_signal.h,27,"""Usermode Emulation - BSD user"""
bsd-user/sparc64/syscall.h,10,"""Usermode Emulation - BSD user"""
bsd-user/sparc64/target_signal.h,27,"""Usermode Emulation - BSD user"""
bsd-user/strace.c,191,"""Usermode Emulation - BSD user"""
bsd-user/syscall.c,559,"""Usermode Emulation - BSD user"""
bsd-user/syscall_defs.h,114,"""Usermode Emulation - BSD user"""
bsd-user/uaccess.c,65,"""Usermode Emulation - BSD user"""
bsd-user/x86_64/syscall.h,116,"""Usermode Emulation - BSD user"""
bsd-user/x86_64/target_signal.h,19,"""Usermode Emulation - BSD user"""
bswap.h,713,
bt-host.c,198,
bt-host.h,9,
bt-vhci.c,167,
buffered_file.c,291,
buffered_file.h,30,
cache-utils.c,97,
cache-utils.h,41,
check-qdict.c,402,
check-qfloat.c,76,
check-qint.c,113,
check-qjson.c,795,
check-qlist.c,153,
check-qstring.c,134,
cmd.c,606,
cmd.h,79,
compatfd.c,136,
compatfd.h,44,
compiler.h,51,
config.h,2,
configure,3784,
console.c,1711,
console.h,402,
coroutine-gthread.c,131,
coroutine-ucontext.c,230,
coroutine-win32.c,92,
cpu-all.h,587,
cpu-common.h,182,
cpu-defs.h,223,
cpu-exec.c,637,
cpus.c,1138,
cpus.h,22,
cris-dis.c,2893,
cursor.c,210,
cursor_hidden.xpm,37,
cursor_left_ptr.xpm,39,
cutils.c,429,
darwin-user/commpage.c,357,"""Usermode Emulation - Darwin user"""
darwin-user/ioctls.h,4,"""Usermode Emulation - Darwin user"""
darwin-user/ioctls_types.h,1,"""Usermode Emulation - Darwin user"""
darwin-user/machload.c,902,"""Usermode Emulation - Darwin user"""
darwin-user/main.c,1024,"""Usermode Emulation - Darwin user"""
darwin-user/mmap.c,409,"""Usermode Emulation - Darwin user"""
darwin-user/qemu.h,178,"""Usermode Emulation - Darwin user"""
darwin-user/signal.c,453,"""Usermode Emulation - Darwin user"""
darwin-user/syscall.c,1566,"""Usermode Emulation - Darwin user"""
darwin-user/syscalls.h,384,"""Usermode Emulation - Darwin user"""
def-helper.h,240,
default-configs/alpha-linux-user.mak,1,
default-configs/alpha-softmmu.mak,12,
default-configs/arm-linux-user.mak,3,
default-configs/arm-softmmu.mak,28,
default-configs/armeb-linux-user.mak,3,
default-configs/cris-linux-user.mak,1,
default-configs/cris-softmmu.mak,5,
default-configs/i386-bsd-user.mak,1,
default-configs/i386-darwin-user.mak,1,
default-configs/i386-linux-user.mak,1,
default-configs/i386-softmmu.mak,24,
default-configs/lm32-softmmu.mak,6,
default-configs/m68k-linux-user.mak,3,
default-configs/m68k-softmmu.mak,5,
default-configs/microblaze-linux-user.mak,1,
default-configs/microblaze-softmmu.mak,5,
default-configs/microblazeel-linux-user.mak,1,
default-configs/microblazeel-softmmu.mak,5,
default-configs/mips-linux-user.mak,1,
default-configs/mips-softmmu.mak,30,
default-configs/mips64-softmmu.mak,30,
default-configs/mips64el-softmmu.mak,32,
default-configs/mipsel-linux-user.mak,1,
default-configs/mipsel-softmmu.mak,30,
default-configs/pci.mak,17,
default-configs/ppc-darwin-user.mak,3,
default-configs/ppc-linux-user.mak,3,
default-configs/ppc-softmmu.mak,34,
default-configs/ppc64-linux-user.mak,3,
default-configs/ppc64-softmmu.mak,34,
default-configs/ppc64abi32-linux-user.mak,3,
default-configs/ppcemb-softmmu.mak,34,
default-configs/s390x-linux-user.mak,1,
default-configs/s390x-softmmu.mak,1,
default-configs/sh4-linux-user.mak,1,
default-configs/sh4-softmmu.mak,7,
default-configs/sh4eb-linux-user.mak,1,
default-configs/sh4eb-softmmu.mak,7,
default-configs/sparc-bsd-user.mak,1,
default-configs/sparc-linux-user.mak,1,
default-configs/sparc-softmmu.mak,10,
default-configs/sparc32plus-linux-user.mak,1,
default-configs/sparc64-bsd-user.mak,1,
default-configs/sparc64-linux-user.mak,1,
default-configs/sparc64-softmmu.mak,13,
default-configs/unicore32-linux-user.mak,1,
default-configs/x86_64-bsd-user.mak,1,
default-configs/x86_64-linux-user.mak,1,
default-configs/x86_64-softmmu.mak,24,
default-configs/xtensa-softmmu.mak,5,
default-configs/xtensaeb-softmmu.mak,5,
device_tree.c,172,
device_tree.h,28,
dis-asm.h,480,
disas.c,439,
disas.h,42,
dma-helpers.c,198,
dma.h,61,
docs/blkverify.txt,69,
docs/bootindex.txt,43,
docs/ccid.txt,135,
docs/ich9-ehci-uhci.cfg,37,
docs/libcacard.txt,483,
docs/memory.txt,172,
docs/migration.txt,303,
docs/qapi-code-gen.txt,316,
docs/qdev-device-use.txt,416,
docs/specs/acpi_pci_hotplug.txt,37,
