from,to,lines,size
ARM Machines - Calxeda Highbank,ARM Machines - Calxeda Highbank,826,26761
ARM Machines - Calxeda Highbank,Guest CPU cores (TCG): - ARM,386,11799
ARM Machines - Exynos,ARM Machines - Exynos,7448,245297
ARM Machines - Exynos,Guest CPU cores (TCG): - ARM,541,19401
ARM Machines - Gumstix,ARM Machines - Gumstix,141,3868
ARM Machines - Gumstix,Guest CPU cores (TCG): - ARM,141,3868
ARM Machines - Integrator CP,ARM Machines - Integrator CP,581,16720
ARM Machines - Integrator CP,Guest CPU cores (TCG): - ARM,581,16720
ARM Machines - Mainstone,ARM Machines - Mainstone,190,5702
ARM Machines - Mainstone,Guest CPU cores (TCG): - ARM,190,5702
ARM Machines - Musicpal,ARM Machines - Musicpal,1771,49548
ARM Machines - Musicpal,Guest CPU cores (TCG): - ARM,1771,49548
ARM Machines - Palm,ARM Machines - Palm,284,9474
ARM Machines - Palm,Guest CPU cores (TCG): - ARM,284,9474
ARM Machines - Real View,ARM Machines - Real View,410,13353
ARM Machines - Real View,Guest CPU cores (TCG): - ARM,410,13353
ARM Machines - Spitz,ARM Machines - Spitz,1145,33287
ARM Machines - Spitz,Guest CPU cores (TCG): - ARM,1145,33287
ARM Machines - Stellaris,ARM Machines - Stellaris,1969,55777
ARM Machines - Stellaris,Guest CPU cores (TCG): - ARM,1418,40073
ARM Machines - Versatile PB,ARM Machines - Versatile PB,1057,32454
ARM Machines - Versatile PB,Guest CPU cores (TCG): - ARM,412,12595
ARM Machines - Xilinx Zynq,ARM Machines - Xilinx Zynq,3799,113548
ARM Machines - Xilinx Zynq,Devices - SSI,772,23902
ARM Machines - Xilinx Zynq,Devices - Xilinx EDK,1019,31902
ARM Machines - Xilinx Zynq,Guest CPU cores (TCG): - ARM,247,8000
ARM Machines - i.MX31,ARM Machines - i.MX31,2361,63966
ARM Machines - i.MX31,Guest CPU cores (TCG): - ARM,157,5674
ARM Machines - nSeries,ARM Machines - nSeries,1415,43613
ARM Machines - nSeries,Guest CPU cores (TCG): - ARM,1415,43613
CRIS Machines - Axis Dev88,CRIS Machines - Axis Dev88,2606,71739
CRIS Machines - Axis Dev88,Guest CPU cores (TCG): - CRIS,366,10978
Devices - IDE,Devices - IDE,9498,288753
Devices - LSI53C895A,Devices - LSI53C895A,2159,62879
Devices - LSI53C895A,Devices - SCSI,2159,62879
Devices - OMAP,Devices - OMAP,17117,499467
Devices - OMAP,Devices - SSI,373,10549
Devices - OMAP,Guest CPU cores (TCG): - ARM,6981,214632
Devices - PCI,Devices - PCI,11025,365938
Devices - SCSI,Devices - SCSI,16113,476529
Devices - SCSI,Devices - vhost,289,8186
Devices - SCSI,Devices - virtio,711,20990
Devices - SCSI,PowerPC Machines - sPAPR,1109,32469
Devices - SSI,Devices - SSI,2732,79309
Devices - SSI,Devices - Xilinx EDK,1163,33812
Devices - SSI,Subsystems - Block,703,21722
Devices - USB,Devices - USB,33237,1029221
Devices - VFIO,Devices - VFIO,3322,106325
Devices - Xilinx EDK,Devices - Xilinx EDK,4209,118529
Devices - Xilinx EDK,Guest CPU cores (TCG): - ARM,247,8000
Devices - nvme,Devices - nvme,1598,46043
Devices - nvme,Subsystems - Block,1598,46043
Devices - ppc4xx,Devices - ppc4xx,4652,130537
Devices - ppc4xx,Guest CPU cores (TCG): - PowerPC,4652,130537
Devices - ppc4xx,PowerPC Machines - 405,662,20599
Devices - ppc4xx,PowerPC Machines - Bamboo,307,9895
Devices - ppce500,Devices - ppce500,911,29958
Devices - ppce500,Guest CPU cores (TCG): - PowerPC,911,29958
Devices - ppce500,PowerPC Machines - e500,894,29621
Devices - vhost,Devices - vhost,1692,50245
Devices - virtio,Devices - virtio,18592,527287
Devices - virtio,Devices - virtio-9p,8445,228903
Devices - virtio,Devices - virtio-blk,760,21734
Devices - virtio,Devices - virtio-ccw,1526,47047
Devices - virtio,Devices - virtio-serial,1251,35041
Devices - virtio,Guest CPU cores (TCG): - S390,1526,47047
Devices - virtio,Subsystems - Block,760,21734
Devices - virtio-9p,Devices - virtio-9p,11394,307193
Devices - virtio-blk,Devices - virtio-blk,760,21734
Devices - virtio-blk,Subsystems - Block,760,21734
Devices - virtio-ccw,Devices - virtio-ccw,1526,47047
Devices - virtio-ccw,Guest CPU cores (TCG): - S390,1526,47047
Devices - virtio-serial,Devices - virtio-serial,1251,35041
General Project Administration,General Project Administration,0,0
Guest CPU Cores (KVM): - ARM,Guest CPU Cores (KVM): - ARM,649,18864
Guest CPU Cores (KVM): - ARM,Guest CPU Cores (KVM): - Overall,649,18864
Guest CPU Cores (KVM): - ARM,Guest CPU cores (TCG): - ARM,649,18864
Guest CPU Cores (KVM): - Overall,Guest CPU Cores (KVM): - Overall,9300,265438
Guest CPU Cores (KVM): - Overall,Guest CPU Cores (KVM): - PPC,1877,51408
Guest CPU Cores (KVM): - Overall,Guest CPU Cores (KVM): - S390,914,24951
Guest CPU Cores (KVM): - Overall,Guest CPU Cores (KVM): - X86,2347,67925
Guest CPU Cores (KVM): - Overall,Guest CPU cores (TCG): - ARM,737,21383
Guest CPU Cores (KVM): - Overall,Guest CPU cores (TCG): - PowerPC,2144,57612
Guest CPU Cores (KVM): - Overall,Guest CPU cores (TCG): - S390,914,24951
Guest CPU Cores (KVM): - Overall,Guest CPU cores (TCG): - X86,2403,69647
Guest CPU Cores (KVM): - PPC,Guest CPU Cores (KVM): - PPC,1877,51408
Guest CPU Cores (KVM): - PPC,Guest CPU cores (TCG): - PowerPC,1877,51408
Guest CPU Cores (KVM): - S390,Guest CPU Cores (KVM): - S390,914,24951
Guest CPU Cores (KVM): - S390,Guest CPU cores (TCG): - S390,914,24951
Guest CPU Cores (KVM): - X86,Guest CPU Cores (KVM): - X86,2347,67925
Guest CPU Cores (KVM): - X86,Guest CPU cores (TCG): - X86,2347,67925
Guest CPU Cores (Xen): - X86,Guest CPU Cores (Xen): - X86,1749,51123
Guest CPU cores (TCG): - ARM,Guest CPU cores (TCG): - ARM,44807,1418575
Guest CPU cores (TCG): - Alpha,Guest CPU cores (TCG): - Alpha,7804,224364
Guest CPU cores (TCG): - CRIS,Guest CPU cores (TCG): - CRIS,8183,228317
Guest CPU cores (TCG): - LM32,Guest CPU cores (TCG): - LM32,3607,97567
Guest CPU cores (TCG): - LM32,LM32 Machines - EVR32 and uclinux BSP,309,10155
Guest CPU cores (TCG): - LM32,LM32 Machines - milkymist,219,6941
Guest CPU cores (TCG): - M68K,Guest CPU cores (TCG): - M68K,6629,177283
Guest CPU cores (TCG): - M68K,M68K Machines - an5206,100,2729
Guest CPU cores (TCG): - M68K,M68K Machines - dummy_m68k,84,2274
Guest CPU cores (TCG): - M68K,M68K Machines - mcf5208,306,8476
Guest CPU cores (TCG): - MIPS,Guest CPU cores (TCG): - MIPS,31332,993688
Guest CPU cores (TCG): - MIPS,MIPS Machines - Jazz,347,11018
Guest CPU cores (TCG): - MIPS,MIPS Machines - Malta,1153,37800
Guest CPU cores (TCG): - MIPS,MIPS Machines - Mipssim,243,7938
Guest CPU cores (TCG): - MIPS,MIPS Machines - R4000,317,9590
Guest CPU cores (TCG): - MicroBlaze,Guest CPU cores (TCG): - MicroBlaze,4572,139288
Guest CPU cores (TCG): - MicroBlaze,MicroBlaze Machines - petalogix_ml605,197,7027
Guest CPU cores (TCG): - MicroBlaze,MicroBlaze Machines - petalogix_s3adsp1800,127,4422
Guest CPU cores (TCG): - Moxie,Guest CPU cores (TCG): - Moxie,1530,44874
Guest CPU cores (TCG): - OpenRISC,Guest CPU cores (TCG): - OpenRISC,4246,132736
Guest CPU cores (TCG): - OpenRISC,OpenRISC Machines - or1k-sim,150,4585
Guest CPU cores (TCG): - PowerPC,Guest CPU cores (TCG): - PowerPC,50361,1703338
Guest CPU cores (TCG): - PowerPC,PowerPC Machines - 405,662,20599
Guest CPU cores (TCG): - PowerPC,PowerPC Machines - Bamboo,307,9895
Guest CPU cores (TCG): - PowerPC,PowerPC Machines - New World,488,18135
Guest CPU cores (TCG): - PowerPC,PowerPC Machines - Old World,361,12708
Guest CPU cores (TCG): - PowerPC,PowerPC Machines - PReP,702,21083
Guest CPU cores (TCG): - PowerPC,PowerPC Machines - e500,894,29621
