from,to,lines,size
ARM Machines - ARM ACPI Subsystem,ARM Machines - ARM ACPI Subsystem,1018,37417
ARM Machines - ARM ACPI Subsystem,ARM Machines - Virt,1018,37417
ARM Machines - ARM ACPI Subsystem,Devices - ACPI/SMBIOS,1018,37417
ARM Machines - ARM ACPI Subsystem,General Project Administration - All patches CC here,1018,37417
ARM Machines - ARM ACPI Subsystem,Guest CPU cores (TCG) - ARM TCG CPUs,1018,37417
ARM Machines - ARM PrimeCell and CMSDK devices,ARM Machines - ARM PrimeCell and CMSDK devices,9307,267363
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - Character devices,797,22335
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - SSI,316,8996
ARM Machines - ARM PrimeCell and CMSDK devices,General Project Administration - All patches CC here,9307,267363
ARM Machines - ARM cores,ARM Machines - ARM cores,17161,550151
ARM Machines - ARM cores,ARM Machines - MPS2,232,8275
ARM Machines - ARM cores,General Project Administration - All patches CC here,17161,550151
ARM Machines - ARM cores,Subsystems - qtest,1090,29231
ARM Machines - ASPEED BMCs,ARM Machines - ASPEED BMCs,11490,370943
ARM Machines - ASPEED BMCs,Devices - Network devices,1378,42403
ARM Machines - ASPEED BMCs,Devices - SSI,1467,49309
ARM Machines - ASPEED BMCs,General Project Administration - All patches CC here,11490,370943
ARM Machines - ASPEED BMCs,Guest CPU cores (TCG) - ARM TCG CPUs,1763,63761
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-a10,6355,205364
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-h3,1595,54404
ARM Machines - Allwinner-a10,Devices - Network devices,1682,53352
ARM Machines - Allwinner-a10,General Project Administration - All patches CC here,6355,205364
ARM Machines - Allwinner-a10,Guest CPU cores (TCG) - ARM TCG CPUs,764,28764
ARM Machines - Allwinner-h3,ARM Machines - Allwinner-h3,1723,58806
ARM Machines - Allwinner-h3,General Project Administration - All patches CC here,1723,58806
ARM Machines - Allwinner-h3,Guest CPU cores (TCG) - ARM TCG CPUs,583,22593
ARM Machines - Calxeda Highbank,ARM Machines - Calxeda Highbank,905,30155
ARM Machines - Calxeda Highbank,Devices - Network devices,442,15270
ARM Machines - Calxeda Highbank,General Project Administration - All patches CC here,905,30155
ARM Machines - Calxeda Highbank,Guest CPU cores (TCG) - ARM TCG CPUs,463,14885
ARM Machines - Canon DIGIC,ARM Machines - Canon DIGIC,823,22950
ARM Machines - Canon DIGIC,Build and test automation - Acceptance (Integration) Testing with the Avocado framework,35,1216
ARM Machines - Canon DIGIC,Devices - Character devices,202,5162
ARM Machines - Canon DIGIC,General Project Administration - All patches CC here,823,22950
ARM Machines - Canon DIGIC,Guest CPU cores (TCG) - ARM TCG CPUs,263,7606
ARM Machines - Emcraft M2S-FG484,ARM Machines - Emcraft M2S-FG484,107,4040
ARM Machines - Emcraft M2S-FG484,General Project Administration - All patches CC here,107,4040
ARM Machines - Emcraft M2S-FG484,Guest CPU cores (TCG) - ARM TCG CPUs,107,4040
ARM Machines - Exynos,ARM Machines - Exynos,8390,278947
ARM Machines - Exynos,Devices - Character devices,732,22069
ARM Machines - Exynos,General Project Administration - All patches CC here,8390,278947
ARM Machines - Exynos,Guest CPU cores (TCG) - ARM TCG CPUs,708,25618
ARM Machines - Goldfish RTC,ARM Machines - Goldfish RTC,331,9592
ARM Machines - Goldfish RTC,General Project Administration - All patches CC here,331,9592
ARM Machines - Gumstix,ARM Machines - Gumstix,168,4673
ARM Machines - Gumstix,General Project Administration - All patches CC here,168,4673
ARM Machines - Gumstix,Guest CPU cores (TCG) - ARM TCG CPUs,147,4203
ARM Machines - Integrator CP,ARM Machines - Integrator CP,967,29245
ARM Machines - Integrator CP,Build and test automation - Acceptance (Integration) Testing with the Avocado framework,99,3709
ARM Machines - Integrator CP,General Project Administration - All patches CC here,967,29245
ARM Machines - Integrator CP,Guest CPU cores (TCG) - ARM TCG CPUs,733,21726
ARM Machines - MCIMX6UL EVK / i.MX6ul,ARM Machines - MCIMX6UL EVK / i.MX6ul,2230,68994
ARM Machines - MCIMX6UL EVK / i.MX6ul,General Project Administration - All patches CC here,2230,68994
ARM Machines - MCIMX6UL EVK / i.MX6ul,Guest CPU cores (TCG) - ARM TCG CPUs,715,22752
ARM Machines - MCIMX7D SABRE / i.MX7,ARM Machines - MCIMX7D SABRE / i.MX7,2454,75643
ARM Machines - MCIMX7D SABRE / i.MX7,General Project Administration - All patches CC here,2454,75643
ARM Machines - MCIMX7D SABRE / i.MX7,Guest CPU cores (TCG) - ARM TCG CPUs,661,20709
ARM Machines - MPS2,ARM Machines - MPS2,5469,184173
ARM Machines - MPS2,General Project Administration - All patches CC here,5469,184173
ARM Machines - MPS2,Guest CPU cores (TCG) - ARM TCG CPUs,2354,92807
ARM Machines - Musca,ARM Machines - Musca,701,25468
ARM Machines - Musca,General Project Administration - All patches CC here,701,25468
ARM Machines - Musca,Guest CPU cores (TCG) - ARM TCG CPUs,670,24758
ARM Machines - Musicpal,ARM Machines - Musicpal,1761,49388
ARM Machines - Musicpal,General Project Administration - All patches CC here,1761,49388
ARM Machines - Musicpal,Guest CPU cores (TCG) - ARM TCG CPUs,1742,48960
ARM Machines - NRF51,ARM Machines - NRF51,3173,92362
ARM Machines - NRF51,Devices - Character devices,334,8646
ARM Machines - NRF51,General Project Administration - All patches CC here,3173,92362
ARM Machines - NRF51,Guest CPU cores (TCG) - ARM TCG CPUs,306,9882
ARM Machines - NRF51,Subsystems - qtest,507,18355
ARM Machines - Netduino 2,ARM Machines - Netduino 2,52,1965
ARM Machines - Netduino 2,General Project Administration - All patches CC here,52,1965
ARM Machines - Netduino 2,Guest CPU cores (TCG) - ARM TCG CPUs,52,1965
ARM Machines - Netduino Plus 2,ARM Machines - Netduino Plus 2,52,1967
