filename,lines,sections
.cirrus.yml,27,"""Build and test automation - FreeBSD Hosted Continuous Integration"",""General Project Administration - All patches CC here"""
.dir-locals.el,2,"""General Project Administration - All patches CC here"""
.editorconfig,43,"""General Project Administration - All patches CC here"""
.exrc,7,"""General Project Administration - All patches CC here"""
.gdbinit,8,"""General Project Administration - All patches CC here"""
.gitignore,160,"""General Project Administration - All patches CC here"""
.gitlab-ci.yml,88,"""Build and test automation - GitLab Continuous Integration"",""General Project Administration - All patches CC here"""
.gitmodules,60,"""General Project Administration - All patches CC here"""
.gitpublish,51,"""General Project Administration - All patches CC here"""
.mailmap,39,"""General Project Administration - All patches CC here"""
.patchew.yml,302,"""General Project Administration - All patches CC here"""
.shippable.yml,39,"""Build and test automation - Build and test automation"",""General Project Administration - All patches CC here"""
.travis.yml,298,"""Build and test automation - Build and test automation"",""General Project Administration - All patches CC here"""
CODING_STYLE,216,"""General Project Administration - All patches CC here"""
COPYING,339,"""General Project Administration - All patches CC here"""
COPYING.LIB,502,"""General Project Administration - All patches CC here"""
Changelog,580,"""General Project Administration - All patches CC here"""
HACKING,245,"""General Project Administration - All patches CC here"""
Kconfig.host,36,"""General Project Administration - All patches CC here"""
LICENSE,26,"""General Project Administration - All patches CC here"""
MAINTAINERS,2661,"""General Project Administration - All patches CC here"""
Makefile,1180,"""General Project Administration - All patches CC here"""
Makefile.objs,213,"""General Project Administration - All patches CC here"""
Makefile.target,261,"""General Project Administration - All patches CC here"""
README,139,"""General Project Administration - All patches CC here"""
VERSION,1,"""General Project Administration - All patches CC here"""
accel/Makefile.objs,5,"""General Project Administration - All patches CC here"""
accel/accel.c,147,"""General Project Administration - All patches CC here"""
accel/kvm/Makefile.objs,2,"""General Project Administration - All patches CC here"",""Guest CPU Cores (KVM) - Overall KVM CPUs"""
accel/kvm/kvm-all.c,2889,"""General Project Administration - All patches CC here"",""Guest CPU Cores (KVM) - Overall KVM CPUs"""
accel/kvm/sev-stub.c,26,"""General Project Administration - All patches CC here"",""Guest CPU Cores (KVM) - Overall KVM CPUs"""
accel/kvm/trace-events,19,"""General Project Administration - All patches CC here"",""Guest CPU Cores (KVM) - Overall KVM CPUs"""
accel/qtest.c,54,"""General Project Administration - All patches CC here"",""Subsystems - qtest"""
accel/stubs/Makefile.objs,5,"""General Project Administration - All patches CC here"""
accel/stubs/hax-stub.c,33,"""General Project Administration - All patches CC here"""
accel/stubs/hvf-stub.c,30,"""General Project Administration - All patches CC here"""
accel/stubs/kvm-stub.c,172,"""General Project Administration - All patches CC here"",""Guest CPU Cores (KVM) - Overall KVM CPUs"""
accel/stubs/tcg-stub.c,26,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/stubs/whpx-stub.c,47,"""General Project Administration - All patches CC here"""
accel/tcg/Makefile.objs,8,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/atomic_template.h,368,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/cpu-exec-common.c,84,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/cpu-exec.c,743,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/cputlb.c,1817,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/tcg-all.c,90,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/tcg-runtime-gvec.c,1460,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/tcg-runtime.c,169,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/tcg-runtime.h,307,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/trace-events,10,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/translate-all.c,2683,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/translate-all.h,39,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/translator.c,129,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"""
accel/tcg/user-exec-stub.c,36,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"",""Usermode Emulation - Overall usermode emulation"""
accel/tcg/user-exec.c,756,"""General Project Administration - All patches CC here"",""Guest CPU cores (TCG) - Overall TCG CPUs"",""Usermode Emulation - Overall usermode emulation"""
arch_init.c,119,"""General Project Administration - All patches CC here"""
audio/Makefile.objs,31,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/alsaaudio.c,1103,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio.c,1812,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio.h,178,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_int.h,252,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_legacy.c,549,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_pt_int.c,173,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_pt_int.h,22,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_template.h,548,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_win_int.c,108,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/audio_win_int.h,10,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/coreaudio.c,716,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/dsound_template.h,278,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/dsoundaudio.c,886,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/mixeng.c,399,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/mixeng.h,52,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/mixeng_template.h,154,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/noaudio.c,181,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/ossaudio.c,885,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/paaudio.c,976,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/rate_template.h,117,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/sdlaudio.c,366,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/spiceaudio.c,415,"""General Project Administration - All patches CC here"",""Subsystems - Audio"",""Subsystems - SPICE"""
audio/trace-events,22,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/wavaudio.c,264,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
audio/wavcapture.c,192,"""General Project Administration - All patches CC here"",""Subsystems - Audio"""
authz/Makefile.objs,7,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
authz/base.c,83,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
authz/list.c,272,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
authz/listfile.c,284,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
authz/pamacct.c,149,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
authz/simple.c,116,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
authz/trace-events,18,"""General Project Administration - All patches CC here"",""Subsystems - User authorization"""
backends/Makefile.objs,19,"""General Project Administration - All patches CC here"""
backends/cryptodev-builtin.c,401,"""General Project Administration - All patches CC here"",""Subsystems - Cryptodev Backends"""
backends/cryptodev-vhost-user.c,380,"""General Project Administration - All patches CC here"",""Subsystems - Cryptodev Backends"""
backends/cryptodev-vhost.c,347,"""General Project Administration - All patches CC here"",""Subsystems - Cryptodev Backends"""
backends/cryptodev.c,269,"""General Project Administration - All patches CC here"",""Subsystems - Cryptodev Backends"""
